CELL,TAG,i,Chr,ldw,dcap,n_flag,n_runs,merge_opp,state
V2_c1,nobgs,9,Chr1,0.00625,25000,2405,99,0.989189189189189,admissible
V2_c1,nobgs,9,Chr1,0.00625,50000,2405,32,0.997920997920998,admissible
V2_c1,nobgs,9,Chr1,0.00625,1e+05,2405,8,1,admissible
V2_c1,nobgs,9,Chr1,0.00625,250000,2405,1,1,under_split
V2_c1,nobgs,9,Chr1,0.00625,5e+05,2405,1,1,under_split
V2_c1,nobgs,9,Chr1,0.00625,1e+06,2405,1,1,under_split
V2_c1,nobgs,9,Chr1,0.00625,2500000,2405,1,1,under_split
V2_c1,nobgs,9,Chr1,0.00625,5e+06,2405,1,1,under_split
V2_c1,nobgs,9,Chr2,0.00625,10000,2225,296,0.961797752808989,admissible
V2_c1,nobgs,9,Chr2,0.00625,25000,2225,105,0.990112359550562,admissible
V2_c1,nobgs,9,Chr2,0.00625,50000,2225,29,0.999550561797753,admissible
V2_c1,nobgs,9,Chr2,0.00625,1e+05,2225,7,1,admissible
V2_c1,nobgs,9,Chr2,0.00625,250000,2225,2,1,admissible
V2_c1,nobgs,9,Chr2,0.00625,5e+05,2225,1,1,under_split
V2_c1,nobgs,9,Chr2,0.00625,1e+06,2225,1,1,under_split
V2_c1,nobgs,9,Chr2,0.00625,2500000,2225,1,1,under_split
V2_c1,nobgs,9,Chr2,0.00625,5e+06,2225,1,1,under_split
V2_c1,nobgs,9,Chr1,0.0125,10000,346,89,0.898843930635838,admissible
V2_c1,nobgs,9,Chr1,0.0125,25000,346,59,0.939306358381503,admissible
V2_c1,nobgs,9,Chr1,0.0125,50000,346,38,0.965317919075144,admissible
V2_c1,nobgs,9,Chr1,0.0125,1e+05,346,22,0.973988439306358,admissible
V2_c1,nobgs,9,Chr1,0.0125,250000,346,6,0.997109826589595,admissible
V2_c1,nobgs,9,Chr1,0.0125,5e+05,346,5,0.997109826589595,admissible
V2_c1,nobgs,9,Chr1,0.0125,1e+06,346,5,0.997109826589595,admissible
V2_c1,nobgs,9,Chr1,0.0125,2500000,346,1,1,under_split
V2_c1,nobgs,9,Chr1,0.0125,5e+06,346,1,1,under_split
V2_c1,nobgs,9,Chr2,0.0125,10000,293,73,0.887372013651877,admissible
V2_c1,nobgs,9,Chr2,0.0125,25000,293,56,0.935153583617747,admissible
V2_c1,nobgs,9,Chr2,0.0125,50000,293,36,0.965870307167236,admissible
V2_c1,nobgs,9,Chr2,0.0125,1e+05,293,20,0.982935153583618,admissible
V2_c1,nobgs,9,Chr2,0.0125,250000,293,7,0.993174061433447,admissible
V2_c1,nobgs,9,Chr2,0.0125,5e+05,293,5,0.996587030716723,admissible
V2_c1,nobgs,9,Chr2,0.0125,1e+06,293,4,1,admissible
V2_c1,nobgs,9,Chr2,0.0125,2500000,293,2,1,admissible
V2_c1,nobgs,9,Chr2,0.0125,5e+06,293,1,1,under_split
V2_c1,nobgs,9,Chr1,0.025,10000,61,21,0.868852459016394,admissible
V2_c1,nobgs,9,Chr1,0.025,25000,61,15,0.885245901639344,admissible
V2_c1,nobgs,9,Chr1,0.025,50000,61,13,0.901639344262295,admissible
V2_c1,nobgs,9,Chr1,0.025,1e+05,61,8,0.950819672131147,admissible
V2_c1,nobgs,9,Chr1,0.025,250000,61,4,0.967213114754098,admissible
V2_c1,nobgs,9,Chr1,0.025,5e+05,61,4,0.967213114754098,admissible
V2_c1,nobgs,9,Chr1,0.025,1e+06,61,3,0.967213114754098,admissible
V2_c1,nobgs,9,Chr1,0.025,2500000,61,2,0.983606557377049,admissible
V2_c1,nobgs,9,Chr1,0.025,5e+06,61,1,1,under_split
V2_c1,nobgs,9,Chr2,0.025,10000,52,12,0.961538461538461,admissible
V2_c1,nobgs,9,Chr2,0.025,25000,52,8,0.980769230769231,admissible
V2_c1,nobgs,9,Chr2,0.025,50000,52,4,1,admissible
V2_c1,nobgs,9,Chr2,0.025,1e+05,52,2,1,admissible
V2_c1,nobgs,9,Chr2,0.025,250000,52,2,1,admissible
V2_c1,nobgs,9,Chr2,0.025,5e+05,52,2,1,admissible
V2_c1,nobgs,9,Chr2,0.025,1e+06,52,1,1,under_split
V2_c1,nobgs,9,Chr2,0.025,2500000,52,1,1,under_split
V2_c1,nobgs,9,Chr2,0.025,5e+06,52,1,1,under_split
V2_c1,nobgs,9,Chr1,0.05,10000,8,4,0.875,admissible
V2_c1,nobgs,9,Chr1,0.05,25000,8,4,0.875,admissible
V2_c1,nobgs,9,Chr1,0.05,50000,8,4,0.875,admissible
V2_c1,nobgs,9,Chr1,0.05,1e+05,8,3,1,admissible
V2_c1,nobgs,9,Chr1,0.05,250000,8,3,1,admissible
V2_c1,nobgs,9,Chr1,0.05,5e+05,8,3,1,admissible
V2_c1,nobgs,9,Chr1,0.05,1e+06,8,2,1,admissible
V2_c1,nobgs,9,Chr1,0.05,2500000,8,1,1,under_split
V2_c1,nobgs,9,Chr1,0.05,5e+06,8,1,1,under_split
V2_c1,nobgs,9,Chr2,0.05,10000,13,4,0.846153846153846,admissible
V2_c1,nobgs,9,Chr2,0.05,25000,13,3,0.923076923076923,admissible
V2_c1,nobgs,9,Chr2,0.05,50000,13,2,0.923076923076923,admissible
V2_c1,nobgs,9,Chr2,0.05,1e+05,13,2,0.923076923076923,admissible
V2_c1,nobgs,9,Chr2,0.05,250000,13,2,0.923076923076923,admissible
V2_c1,nobgs,9,Chr2,0.05,5e+05,13,2,0.923076923076923,admissible
V2_c1,nobgs,9,Chr2,0.05,1e+06,13,1,1,under_split
V2_c1,nobgs,9,Chr2,0.05,2500000,13,1,1,under_split
V2_c1,nobgs,9,Chr2,0.05,5e+06,13,1,1,under_split
V2_c1,nobgs,9,Chr1,0.1,10000,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,25000,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,50000,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,1e+05,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,250000,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,5e+05,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,1e+06,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,2500000,0,,,dropped
V2_c1,nobgs,9,Chr1,0.1,5e+06,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,10000,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,25000,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,50000,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,1e+05,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,250000,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,5e+05,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,1e+06,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,2500000,0,,,dropped
V2_c1,nobgs,9,Chr2,0.1,5e+06,0,,,dropped
V2_c1,nobgs,10,Chr1,0.00625,10000,2316,270,0.966753022452504,admissible
V2_c1,nobgs,10,Chr1,0.00625,25000,2316,84,0.992227979274611,admissible
V2_c1,nobgs,10,Chr1,0.00625,50000,2316,28,0.999136442141623,admissible
V2_c1,nobgs,10,Chr1,0.00625,1e+05,2316,4,1,admissible
V2_c1,nobgs,10,Chr1,0.00625,250000,2316,2,1,admissible
V2_c1,nobgs,10,Chr1,0.00625,5e+05,2316,1,1,under_split
V2_c1,nobgs,10,Chr1,0.00625,1e+06,2316,1,1,under_split
V2_c1,nobgs,10,Chr1,0.00625,2500000,2316,1,1,under_split
V2_c1,nobgs,10,Chr1,0.00625,5e+06,2316,1,1,under_split
V2_c1,nobgs,10,Chr2,0.00625,10000,2412,263,0.967661691542289,admissible
V2_c1,nobgs,10,Chr2,0.00625,25000,2412,100,0.989635157545605,admissible
V2_c1,nobgs,10,Chr2,0.00625,50000,2412,27,0.998341625207297,admissible
V2_c1,nobgs,10,Chr2,0.00625,1e+05,2412,2,1,admissible
V2_c1,nobgs,10,Chr2,0.00625,250000,2412,1,1,under_split
V2_c1,nobgs,10,Chr2,0.00625,5e+05,2412,1,1,under_split
V2_c1,nobgs,10,Chr2,0.00625,1e+06,2412,1,1,under_split
V2_c1,nobgs,10,Chr2,0.00625,2500000,2412,1,1,under_split
V2_c1,nobgs,10,Chr2,0.00625,5e+06,2412,1,1,under_split
V2_c1,nobgs,10,Chr1,0.0125,10000,539,88,0.955473098330241,admissible
V2_c1,nobgs,10,Chr1,0.0125,25000,539,43,0.97773654916512,admissible
V2_c1,nobgs,10,Chr1,0.0125,50000,539,29,0.98886827458256,admissible
V2_c1,nobgs,10,Chr1,0.0125,1e+05,539,17,0.996289424860854,admissible
V2_c1,nobgs,10,Chr1,0.0125,250000,539,6,0.998144712430427,admissible
V2_c1,nobgs,10,Chr1,0.0125,5e+05,539,4,1,admissible
V2_c1,nobgs,10,Chr1,0.0125,1e+06,539,4,1,admissible
V2_c1,nobgs,10,Chr1,0.0125,2500000,539,2,1,admissible
V2_c1,nobgs,10,Chr1,0.0125,5e+06,539,1,1,under_split
V2_c1,nobgs,10,Chr2,0.0125,10000,612,94,0.957516339869281,admissible
V2_c1,nobgs,10,Chr2,0.0125,25000,612,47,0.97875816993464,admissible
V2_c1,nobgs,10,Chr2,0.0125,50000,612,26,0.990196078431373,admissible
V2_c1,nobgs,10,Chr2,0.0125,1e+05,612,10,0.996732026143791,admissible
V2_c1,nobgs,10,Chr2,0.0125,250000,612,6,0.998366013071895,admissible
V2_c1,nobgs,10,Chr2,0.0125,5e+05,612,4,1,admissible
V2_c1,nobgs,10,Chr2,0.0125,1e+06,612,4,1,admissible
V2_c1,nobgs,10,Chr2,0.0125,2500000,612,3,1,admissible
V2_c1,nobgs,10,Chr2,0.0125,5e+06,612,1,1,under_split
V2_c1,nobgs,10,Chr1,0.025,10000,128,33,0.90625,admissible
V2_c1,nobgs,10,Chr1,0.025,25000,128,25,0.9453125,admissible
V2_c1,nobgs,10,Chr1,0.025,50000,128,14,0.984375,admissible
V2_c1,nobgs,10,Chr1,0.025,1e+05,128,7,0.9921875,admissible
V2_c1,nobgs,10,Chr1,0.025,250000,128,2,1,admissible
V2_c1,nobgs,10,Chr1,0.025,5e+05,128,1,1,under_split
V2_c1,nobgs,10,Chr1,0.025,1e+06,128,1,1,under_split
V2_c1,nobgs,10,Chr1,0.025,2500000,128,1,1,under_split
V2_c1,nobgs,10,Chr1,0.025,5e+06,128,1,1,under_split
V2_c1,nobgs,10,Chr2,0.025,10000,79,32,0.784810126582278,admissible
V2_c1,nobgs,10,Chr2,0.025,25000,79,20,0.911392405063291,admissible
V2_c1,nobgs,10,Chr2,0.025,50000,79,14,0.949367088607595,admissible
V2_c1,nobgs,10,Chr2,0.025,1e+05,79,10,0.974683544303798,admissible
V2_c1,nobgs,10,Chr2,0.025,250000,79,3,0.987341772151899,admissible
V2_c1,nobgs,10,Chr2,0.025,5e+05,79,3,0.987341772151899,admissible
V2_c1,nobgs,10,Chr2,0.025,1e+06,79,3,0.987341772151899,admissible
V2_c1,nobgs,10,Chr2,0.025,2500000,79,2,1,admissible
V2_c1,nobgs,10,Chr2,0.025,5e+06,79,1,1,under_split
V2_c1,nobgs,10,Chr1,0.05,10000,19,11,0.631578947368421,admissible
V2_c1,nobgs,10,Chr1,0.05,25000,19,10,0.68421052631579,admissible
V2_c1,nobgs,10,Chr1,0.05,50000,19,10,0.68421052631579,admissible
V2_c1,nobgs,10,Chr1,0.05,1e+05,19,7,0.789473684210526,admissible
V2_c1,nobgs,10,Chr1,0.05,250000,19,5,0.947368421052632,admissible
V2_c1,nobgs,10,Chr1,0.05,5e+05,19,3,1,admissible
V2_c1,nobgs,10,Chr1,0.05,1e+06,19,2,1,admissible
V2_c1,nobgs,10,Chr1,0.05,2500000,19,1,1,under_split
V2_c1,nobgs,10,Chr1,0.05,5e+06,19,1,1,under_split
V2_c1,nobgs,10,Chr2,0.05,10000,4,3,0.5,admissible
V2_c1,nobgs,10,Chr2,0.05,25000,4,3,0.5,admissible
V2_c1,nobgs,10,Chr2,0.05,50000,4,3,0.5,admissible
V2_c1,nobgs,10,Chr2,0.05,1e+05,4,2,1,admissible
V2_c1,nobgs,10,Chr2,0.05,250000,4,1,1,under_split
V2_c1,nobgs,10,Chr2,0.05,5e+05,4,1,1,under_split
V2_c1,nobgs,10,Chr2,0.05,1e+06,4,1,1,under_split
V2_c1,nobgs,10,Chr2,0.05,2500000,4,1,1,under_split
V2_c1,nobgs,10,Chr2,0.05,5e+06,4,1,1,under_split
V2_c1,nobgs,10,Chr1,0.1,10000,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,25000,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,50000,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,1e+05,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,250000,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,5e+05,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,1e+06,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,2500000,0,,,dropped
V2_c1,nobgs,10,Chr1,0.1,5e+06,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,10000,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,25000,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,50000,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,1e+05,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,250000,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,5e+05,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,1e+06,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,2500000,0,,,dropped
V2_c1,nobgs,10,Chr2,0.1,5e+06,0,,,dropped
V2_c1,bgs,1,Chr1,0.00625,10000,3551,424,0.964235426640383,admissible
V2_c1,bgs,1,Chr1,0.00625,25000,3551,118,0.993804562095184,admissible
V2_c1,bgs,1,Chr1,0.00625,50000,3551,40,0.997465502675303,admissible
V2_c1,bgs,1,Chr1,0.00625,1e+05,3551,12,0.99943677837229,admissible
V2_c1,bgs,1,Chr1,0.00625,250000,3551,6,1,admissible
V2_c1,bgs,1,Chr1,0.00625,5e+05,3551,3,1,admissible
V2_c1,bgs,1,Chr1,0.00625,1e+06,3551,1,1,under_split
V2_c1,bgs,1,Chr1,0.00625,2500000,3551,1,1,under_split
V2_c1,bgs,1,Chr1,0.00625,5e+06,3551,1,1,under_split
V2_c1,bgs,1,Chr2,0.00625,10000,3561,439,0.96180848076383,admissible
V2_c1,bgs,1,Chr2,0.00625,25000,3561,136,0.990732940185341,admissible
V2_c1,bgs,1,Chr2,0.00625,50000,3561,41,0.997191800056164,admissible
V2_c1,bgs,1,Chr2,0.00625,1e+05,3561,15,0.998876720022466,admissible
V2_c1,bgs,1,Chr2,0.00625,250000,3561,5,1,admissible
V2_c1,bgs,1,Chr2,0.00625,5e+05,3561,2,1,admissible
V2_c1,bgs,1,Chr2,0.00625,1e+06,3561,1,1,under_split
V2_c1,bgs,1,Chr2,0.00625,2500000,3561,1,1,under_split
V2_c1,bgs,1,Chr2,0.00625,5e+06,3561,1,1,under_split
V2_c1,bgs,1,Chr1,0.0125,10000,497,118,0.899396378269618,admissible
V2_c1,bgs,1,Chr1,0.0125,25000,497,74,0.937625754527163,admissible
V2_c1,bgs,1,Chr1,0.0125,50000,497,50,0.955734406438632,admissible
V2_c1,bgs,1,Chr1,0.0125,1e+05,497,32,0.979879275653924,admissible
V2_c1,bgs,1,Chr1,0.0125,250000,497,16,0.995975855130785,admissible
V2_c1,bgs,1,Chr1,0.0125,5e+05,497,11,0.997987927565392,admissible
V2_c1,bgs,1,Chr1,0.0125,1e+06,497,7,0.997987927565392,admissible
V2_c1,bgs,1,Chr1,0.0125,2500000,497,2,1,admissible
V2_c1,bgs,1,Chr1,0.0125,5e+06,497,1,1,under_split
V2_c1,bgs,1,Chr2,0.0125,10000,523,130,0.88527724665392,admissible
V2_c1,bgs,1,Chr2,0.0125,25000,523,77,0.936902485659656,admissible
V2_c1,bgs,1,Chr2,0.0125,50000,523,47,0.961759082217973,admissible
V2_c1,bgs,1,Chr2,0.0125,1e+05,523,27,0.980879541108987,admissible
V2_c1,bgs,1,Chr2,0.0125,250000,523,15,0.992351816443595,admissible
V2_c1,bgs,1,Chr2,0.0125,5e+05,523,9,1,admissible
V2_c1,bgs,1,Chr2,0.0125,1e+06,523,5,1,admissible
V2_c1,bgs,1,Chr2,0.0125,2500000,523,2,1,admissible
V2_c1,bgs,1,Chr2,0.0125,5e+06,523,2,1,admissible
V2_c1,bgs,1,Chr1,0.025,10000,80,25,0.875,admissible
V2_c1,bgs,1,Chr1,0.025,25000,80,18,0.95,admissible
V2_c1,bgs,1,Chr1,0.025,50000,80,13,0.95,admissible
V2_c1,bgs,1,Chr1,0.025,1e+05,80,7,0.975,admissible
V2_c1,bgs,1,Chr1,0.025,250000,80,4,1,admissible
V2_c1,bgs,1,Chr1,0.025,5e+05,80,4,1,admissible
V2_c1,bgs,1,Chr1,0.025,1e+06,80,3,1,admissible
V2_c1,bgs,1,Chr1,0.025,2500000,80,3,1,admissible
V2_c1,bgs,1,Chr1,0.025,5e+06,80,2,1,admissible
V2_c1,bgs,1,Chr2,0.025,10000,99,29,0.898989898989899,admissible
V2_c1,bgs,1,Chr2,0.025,25000,99,24,0.909090909090909,admissible
V2_c1,bgs,1,Chr2,0.025,50000,99,16,0.949494949494949,admissible
V2_c1,bgs,1,Chr2,0.025,1e+05,99,11,0.95959595959596,admissible
V2_c1,bgs,1,Chr2,0.025,250000,99,9,0.98989898989899,admissible
V2_c1,bgs,1,Chr2,0.025,5e+05,99,4,1,admissible
V2_c1,bgs,1,Chr2,0.025,1e+06,99,3,1,admissible
V2_c1,bgs,1,Chr2,0.025,2500000,99,3,1,admissible
V2_c1,bgs,1,Chr2,0.025,5e+06,99,2,1,admissible
V2_c1,bgs,1,Chr1,0.05,10000,17,7,0.882352941176471,admissible
V2_c1,bgs,1,Chr1,0.05,25000,17,6,0.882352941176471,admissible
V2_c1,bgs,1,Chr1,0.05,50000,17,6,0.882352941176471,admissible
V2_c1,bgs,1,Chr1,0.05,1e+05,17,5,0.882352941176471,admissible
V2_c1,bgs,1,Chr1,0.05,250000,17,4,0.882352941176471,admissible
V2_c1,bgs,1,Chr1,0.05,5e+05,17,3,0.941176470588235,admissible
V2_c1,bgs,1,Chr1,0.05,1e+06,17,3,0.941176470588235,admissible
V2_c1,bgs,1,Chr1,0.05,2500000,17,3,0.941176470588235,admissible
V2_c1,bgs,1,Chr1,0.05,5e+06,17,2,0.941176470588235,admissible
V2_c1,bgs,1,Chr2,0.05,10000,19,9,0.68421052631579,admissible
V2_c1,bgs,1,Chr2,0.05,25000,19,8,0.736842105263158,admissible
V2_c1,bgs,1,Chr2,0.05,50000,19,6,0.842105263157895,admissible
V2_c1,bgs,1,Chr2,0.05,1e+05,19,5,0.842105263157895,admissible
V2_c1,bgs,1,Chr2,0.05,250000,19,5,0.842105263157895,admissible
V2_c1,bgs,1,Chr2,0.05,5e+05,19,4,0.894736842105263,admissible
V2_c1,bgs,1,Chr2,0.05,1e+06,19,2,1,admissible
V2_c1,bgs,1,Chr2,0.05,2500000,19,2,1,admissible
V2_c1,bgs,1,Chr2,0.05,5e+06,19,1,1,under_split
V2_c1,bgs,1,Chr1,0.1,10000,7,3,0.857142857142857,admissible
V2_c1,bgs,1,Chr1,0.1,25000,7,3,0.857142857142857,admissible
V2_c1,bgs,1,Chr1,0.1,50000,7,3,0.857142857142857,admissible
V2_c1,bgs,1,Chr1,0.1,1e+05,7,2,1,admissible
V2_c1,bgs,1,Chr1,0.1,250000,7,2,1,admissible
V2_c1,bgs,1,Chr1,0.1,5e+05,7,2,1,admissible
V2_c1,bgs,1,Chr1,0.1,1e+06,7,2,1,admissible
V2_c1,bgs,1,Chr1,0.1,2500000,7,2,1,admissible
V2_c1,bgs,1,Chr1,0.1,5e+06,7,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,10000,8,5,0.625,admissible
V2_c1,bgs,1,Chr2,0.1,25000,8,5,0.625,admissible
V2_c1,bgs,1,Chr2,0.1,50000,8,3,1,admissible
V2_c1,bgs,1,Chr2,0.1,1e+05,8,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,250000,8,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,5e+05,8,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,1e+06,8,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,2500000,8,2,1,admissible
V2_c1,bgs,1,Chr2,0.1,5e+06,8,1,1,under_split
V2_c1,bgs,2,Chr1,0.00625,10000,2307,282,0.965756393584742,admissible
V2_c1,bgs,2,Chr1,0.00625,25000,2307,85,0.991330732553099,admissible
V2_c1,bgs,2,Chr1,0.00625,50000,2307,37,0.99653229302124,admissible
V2_c1,bgs,2,Chr1,0.00625,1e+05,2307,17,0.99913307325531,admissible
V2_c1,bgs,2,Chr1,0.00625,250000,2307,3,1,admissible
V2_c1,bgs,2,Chr1,0.00625,5e+05,2307,2,1,admissible
V2_c1,bgs,2,Chr1,0.00625,1e+06,2307,1,1,under_split
V2_c1,bgs,2,Chr1,0.00625,2500000,2307,1,1,under_split
V2_c1,bgs,2,Chr1,0.00625,5e+06,2307,1,1,under_split
V2_c1,bgs,2,Chr2,0.00625,10000,1981,297,0.955073195355881,admissible
V2_c1,bgs,2,Chr2,0.00625,25000,1981,93,0.987380111055023,admissible
V2_c1,bgs,2,Chr2,0.00625,50000,1981,38,0.99444724886421,admissible
V2_c1,bgs,2,Chr2,0.00625,1e+05,1981,10,0.998990408884402,admissible
V2_c1,bgs,2,Chr2,0.00625,250000,1981,4,1,admissible
V2_c1,bgs,2,Chr2,0.00625,5e+05,1981,1,1,under_split
V2_c1,bgs,2,Chr2,0.00625,1e+06,1981,1,1,under_split
V2_c1,bgs,2,Chr2,0.00625,2500000,1981,1,1,under_split
V2_c1,bgs,2,Chr2,0.00625,5e+06,1981,1,1,under_split
V2_c1,bgs,2,Chr1,0.0125,10000,317,96,0.883280757097792,admissible
V2_c1,bgs,2,Chr1,0.0125,25000,317,61,0.949526813880126,admissible
V2_c1,bgs,2,Chr1,0.0125,50000,317,41,0.962145110410095,admissible
V2_c1,bgs,2,Chr1,0.0125,1e+05,317,26,0.971608832807571,admissible
V2_c1,bgs,2,Chr1,0.0125,250000,317,12,0.993690851735016,admissible
V2_c1,bgs,2,Chr1,0.0125,5e+05,317,5,0.996845425867508,admissible
V2_c1,bgs,2,Chr1,0.0125,1e+06,317,4,1,admissible
V2_c1,bgs,2,Chr1,0.0125,2500000,317,2,1,admissible
V2_c1,bgs,2,Chr1,0.0125,5e+06,317,1,1,under_split
V2_c1,bgs,2,Chr2,0.0125,10000,283,86,0.858657243816255,admissible
V2_c1,bgs,2,Chr2,0.0125,25000,283,51,0.932862190812721,admissible
V2_c1,bgs,2,Chr2,0.0125,50000,283,28,0.954063604240283,admissible
V2_c1,bgs,2,Chr2,0.0125,1e+05,283,21,0.96113074204947,admissible
V2_c1,bgs,2,Chr2,0.0125,250000,283,12,0.989399293286219,admissible
V2_c1,bgs,2,Chr2,0.0125,5e+05,283,6,1,admissible
V2_c1,bgs,2,Chr2,0.0125,1e+06,283,4,1,admissible
V2_c1,bgs,2,Chr2,0.0125,2500000,283,2,1,admissible
V2_c1,bgs,2,Chr2,0.0125,5e+06,283,1,1,under_split
V2_c1,bgs,2,Chr1,0.025,10000,45,17,0.866666666666667,admissible
V2_c1,bgs,2,Chr1,0.025,25000,45,13,0.933333333333333,admissible
V2_c1,bgs,2,Chr1,0.025,50000,45,9,0.933333333333333,admissible
V2_c1,bgs,2,Chr1,0.025,1e+05,45,7,0.933333333333333,admissible
V2_c1,bgs,2,Chr1,0.025,250000,45,4,1,admissible
V2_c1,bgs,2,Chr1,0.025,5e+05,45,3,1,admissible
V2_c1,bgs,2,Chr1,0.025,1e+06,45,3,1,admissible
V2_c1,bgs,2,Chr1,0.025,2500000,45,3,1,admissible
V2_c1,bgs,2,Chr1,0.025,5e+06,45,2,1,admissible
V2_c1,bgs,2,Chr2,0.025,10000,34,12,0.882352941176471,admissible
V2_c1,bgs,2,Chr2,0.025,25000,34,10,0.941176470588235,admissible
V2_c1,bgs,2,Chr2,0.025,50000,34,7,1,admissible
V2_c1,bgs,2,Chr2,0.025,1e+05,34,7,1,admissible
V2_c1,bgs,2,Chr2,0.025,250000,34,4,1,admissible
V2_c1,bgs,2,Chr2,0.025,5e+05,34,3,1,admissible
V2_c1,bgs,2,Chr2,0.025,1e+06,34,3,1,admissible
V2_c1,bgs,2,Chr2,0.025,2500000,34,3,1,admissible
V2_c1,bgs,2,Chr2,0.025,5e+06,34,1,1,under_split
V2_c1,bgs,2,Chr1,0.05,10000,7,4,0.714285714285714,admissible
V2_c1,bgs,2,Chr1,0.05,25000,7,4,0.714285714285714,admissible
V2_c1,bgs,2,Chr1,0.05,50000,7,4,0.714285714285714,admissible
V2_c1,bgs,2,Chr1,0.05,1e+05,7,3,0.857142857142857,admissible
V2_c1,bgs,2,Chr1,0.05,250000,7,3,0.857142857142857,admissible
V2_c1,bgs,2,Chr1,0.05,5e+05,7,3,0.857142857142857,admissible
V2_c1,bgs,2,Chr1,0.05,1e+06,7,3,0.857142857142857,admissible
V2_c1,bgs,2,Chr1,0.05,2500000,7,3,0.857142857142857,admissible
V2_c1,bgs,2,Chr1,0.05,5e+06,7,2,1,admissible
V2_c1,bgs,2,Chr2,0.05,10000,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,25000,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,50000,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,1e+05,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,250000,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,5e+05,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,1e+06,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,2500000,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr2,0.05,5e+06,6,2,0.833333333333333,admissible
V2_c1,bgs,2,Chr1,0.1,10000,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,25000,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,50000,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,1e+05,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,250000,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,5e+05,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,1e+06,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,2500000,0,,,dropped
V2_c1,bgs,2,Chr1,0.1,5e+06,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,10000,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,25000,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,50000,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,1e+05,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,250000,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,5e+05,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,1e+06,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,2500000,0,,,dropped
V2_c1,bgs,2,Chr2,0.1,5e+06,0,,,dropped
V2_c1,bgs,3,Chr1,0.00625,10000,2685,194,0.988826815642458,admissible
V2_c1,bgs,3,Chr1,0.00625,25000,2685,54,0.997765363128492,admissible
V2_c1,bgs,3,Chr1,0.00625,50000,2685,18,0.99925512104283,admissible
V2_c1,bgs,3,Chr1,0.00625,1e+05,2685,7,1,admissible
