marker	chr	scaffold	cM_FTC	cM_BEPA	old_chr	old_start	old_end	old_mid	new_chr	new_start	new_end	new_mid	bin_length
32_8	18	32	63.979	81.308	18	15520484	15990693	15755588	18	15520484	15990693	15755588	470210
85_1	19	85	0.0	0.0	19	1	264824	132412	19	1	264824	132412	264824
85_2	19	85	1.437	0.799	19	264825	529649	397237	19	264825	529649	397237	264825
163_2	19	163	2.913	3.314	Un	34278981	34359936	34319458	19	530650	611605	571127	80956
163_1	19	163		5.248	Un	34198026	34278980	34238503	19	611606	692560	652083	80955
34_1	19	34	10.304	11.732	19	530650	1001021	765835	19	693561	1163932	928746	470372
34_2	19	34	20.104	19.134	19	1001022	1471393	1236207	19	1163933	1634304	1399118	470372
34_3	19	34	32.009	31.597	19	1471394	1941765	1706579	19	1634305	2104676	1869490	470372
34_4	19	34	38.784	45.748	19	1941766	2412137	2176951	19	2104677	2575048	2339862	470372
34_5	19	34	40.698	53.375	19	2412138	2882509	2647323	19	2575049	3045420	2810234	470372
34_6	19	34	41.551	55.352	19	2882510	3352881	3117695	19	3045421	3515792	3280606	470372
34_7	19	34	41.591	54.763	19	3352882	3823253	3588067	19	3515793	3986164	3750978	470372
224_2	19	224		47.935	Un	41166771	41270847	41218809	19	4091241	4195317	4143279	104077
3_33	19	3	41.483	55.169	19	19743194	20240660	19991927	19	4196318	4693784	4445051	497467
3_32	19	3	42.021	55.455	19	19245727	19743193	19494460	19	4693785	5191251	4942518	497467
3_31	19	3	46.908	55.228	19	18748260	19245726	18996993	19	5191252	5688718	5439985	497467
3_30	19	3	47.045	56.04	19	18250793	18748259	18499526	19	5688719	6186185	5937452	497467
3_29	19	3	46.428	56.85	19	17753326	18250792	18002059	19	6186186	6683652	6434919	497467
3_28	19	3	46.406	57.294	19	17255859	17753325	17504592	19	6683653	7181119	6932386	497467
3_27	19	3	46.74	58.44	19	16758392	17255858	17007125	19	7181120	7678586	7429853	497467
3_26	19	3	43.896	58.637	19	16260925	16758391	16509658	19	7678587	8176053	7927320	497467
3_25	19	3	43.785	59.705	19	15763458	16260924	16012191	19	8176054	8673520	8424787	497467
3_24	19	3	46.384	59.697	19	15265991	15763457	15514724	19	8673521	9170987	8922254	497467
3_23	19	3	46.145	59.668	19	14768524	15265990	15017257	19	9170988	9668454	9419721	497467
3_22	19	3	46.076	59.767	19	14271057	14768523	14519790	19	9668455	10165921	9917188	497467
3_21	19	3	46.033	59.915	19	13773590	14271056	14022323	19	10165922	10663388	10414655	497467
3_20	19	3	46.139	60.136	19	13276123	13773589	13524856	19	10663389	11160855	10912122	497467
3_19	19	3	45.962	60.098	19	12778656	13276122	13027389	19	11160856	11658322	11409589	497467
3_18	19	3	45.844	60.526	19	12281189	12778655	12529922	19	11658323	12155789	11907056	497467
3_17	19	3	45.51	61.188	19	11783722	12281188	12032455	19	12155790	12653256	12404523	497467
3_16	19	3	45.413	61.391	19	11286255	11783721	11534988	19	12653257	13150723	12901990	497467
3_15	19	3	45.108	61.534	19	10788788	11286254	11037521	19	13150724	13648190	13399457	497467
3_14	19	3	45.198	61.735	19	10291321	10788787	10540054	19	13648191	14145657	13896924	497467
3_13	19	3	45.159	61.484	19	9793854	10291320	10042587	19	14145658	14643124	14394391	497467
3_12	19	3	45.267	61.702	19	9296387	9793853	9545120	19	14643125	15140591	14891858	497467
3_11	19	3	48.259	61.588	19	8798920	9296386	9047653	19	15140592	15638058	15389325	497467
3_10	19	3	45.406	62.001	19	8301453	8798919	8550186	19	15638059	16135525	15886792	497467
3_9	19	3	49.754	62.062	19	7803986	8301452	8052719	19	16135526	16632992	16384259	497467
3_8	19	3		63.819	19	7306519	7803985	7555252	19	16632993	17130459	16881726	497467
3_7	19	3		65.351	19	6809052	7306518	7057785	19	17130460	17627926	17379193	497467
3_6	19	3	56.773	68.596	19	6311585	6809051	6560318	19	17627927	18125393	17876660	497467
3_5	19	3	60.468	72.017	19	5814118	6311584	6062851	19	18125394	18622860	18374127	497467
3_4	19	3	65.257	77.544	19	5316652	5814117	5565384	19	18622861	19120326	18871593	497466
3_3	19	3	71.735	85.551	19	4819186	5316651	5067918	19	19120327	19617792	19369059	497466
3_2	19	3	73.623	88.402	19	4321720	4819185	4570452	19	19617793	20115258	19866525	497466
3_1	19	3	74.265	89.505	19	3824254	4321719	4072986	19	20115259	20612724	20363991	497466
157_1	20	157	9.21	1.114	Un	33363666	33449253	33406459	20	1	85588	42794	85588
157_2	20	157	9.714	5.488	Un	33449254	33534841	33492047	20	85589	171176	128382	85588
137_1	20	137	0.0	0.0	Un	30344149	30469020	30406584	20	172177	297048	234612	124872
137_2	20	137	10.381	7.012	Un	30469021	30593893	30531457	20	297049	421921	359485	124873
104_1	20	104	8.886	5.227	20	1	207866	103933	20	422922	630787	526854	207866
104_2	20	104	9.412	6.005	20	207867	415733	311800	20	630788	838654	734721	207867
170_1	20	170	8.348	5.71	20	416734	504417	460575	20	839655	927338	883496	87684
170_2	20	170	7.759	5.798	20	504418	592102	548260	20	927339	1015023	971181	87685
122_1	20	122	11.073	9.253	Un	27694699	27847092	27770895	20	1016024	1168417	1092220	152394
122_2	20	122	12.847	13.262	Un	27847093	27999486	27923289	20	1168418	1320811	1244614	152394
143_1	20	143	15.208		20	593103	713121	653112	20	1321812	1441830	1381821	120019
143_2	20	143	17.577	21.069	20	713122	833141	773131	20	1441831	1561850	1501840	120020
2_35	20	2	21.619	29.359	20	17461788	17950836	17706312	20	1562851	2051899	1807375	489049
2_34	20	2	27.734	37.576	20	16972739	17461787	17217263	20	2051900	2540948	2296424	489049
2_33	20	2	37.8	47.113	20	16483690	16972738	16728214	20	2540949	3029997	2785473	489049
2_32	20	2		51.755	20	15994641	16483689	16239165	20	3029998	3519046	3274522	489049
2_31	20	2	44.383	56.427	20	15505592	15994640	15750116	20	3519047	4008095	3763571	489049
2_30	20	2	47.132	58.898	20	15016543	15505591	15261067	20	4008096	4497144	4252620	489049
2_29	20	2	49.279	60.305	20	14527494	15016542	14772018	20	4497145	4986193	4741669	489049
2_28	20	2	51.469	61.205	20	14038445	14527493	14282969	20	4986194	5475242	5230718	489049
2_27	20	2	51.505	61.803	20	13549396	14038444	13793920	20	5475243	5964291	5719767	489049
2_26	20	2	51.495	62.116	20	13060347	13549395	13304871	20	5964292	6453340	6208816	489049
2_25	20	2	51.615	62.741	20	12571298	13060346	12815822	20	6453341	6942389	6697865	489049
2_24	20	2	51.958	62.889	20	12082249	12571297	12326773	20	6942390	7431438	7186914	489049
2_23	20	2	52.665	63.364	20	11593200	12082248	11837724	20	7431439	7920487	7675963	489049
2_22	20	2	53.176	63.355	20	11104151	11593199	11348675	20	7920488	8409536	8165012	489049
2_21	20	2	53.195	63.825	20	10615102	11104150	10859626	20	8409537	8898585	8654061	489049
2_20	20	2	53.33	64.254	20	10126054	10615101	10370577	20	8898586	9387633	9143109	489048
2_19	20	2	53.368	64.426	20	9637006	10126053	9881529	20	9387634	9876681	9632157	489048
2_18	20	2	53.686	64.815	20	9147958	9637005	9392481	20	9876682	10365729	10121205	489048
2_17	20	2	53.998	64.731	20	8658910	9147957	8903433	20	10365730	10854777	10610253	489048
2_16	20	2	54.199	64.904	20	8169862	8658909	8414385	20	10854778	11343825	11099301	489048
2_15	20	2	54.36	65.21	20	7680814	8169861	7925337	20	11343826	11832873	11588349	489048
2_14	20	2	54.489	65.744	20	7191766	7680813	7436289	20	11832874	12321921	12077397	489048
2_13	20	2	54.655	66.124	20	6702718	7191765	6947241	20	12321922	12810969	12566445	489048
2_12	20	2	55.652	66.901	20	6213670	6702717	6458193	20	12810970	13300017	13055493	489048
2_11	20	2	55.999	67.084	20	5724622	6213669	5969145	20	13300018	13789065	13544541	489048
2_10	20	2	56.441	67.939	20	5235574	5724621	5480097	20	13789066	14278113	14033589	489048
2_9	20	2	56.669	68.274	20	4746526	5235573	4991049	20	14278114	14767161	14522637	489048
2_8	20	2	60.461	70.409	20	4257478	4746525	4502001	20	14767162	15256209	15011685	489048
2_7	20	2	62.528	74.039	20	3768430	4257477	4012953	20	15256210	15745257	15500733	489048
2_6	20	2	65.239	78.6	20	3279382	3768429	3523905	20	15745258	16234305	15989781	489048
2_5	20	2	69.115	81.164	20	2790334	3279381	3034857	20	16234306	16723353	16478829	489048
2_4	20	2	70.94	85.756	20	2301286	2790333	2545809	20	16723354	17212401	16967877	489048
2_3	20	2	72.274	88.384	20	1812238	2301285	2056761	20	17212402	17701449	17456925	489048
2_2	20	2	73.324	90.634	20	1323190	1812237	1567713	20	17701450	18190497	17945973	489048
2_1	20	2	74.568	91.57	20	834142	1323189	1078665	20	18190498	18679545	18435021	489048
46_1	20	46	74.899	92.105	20	17951837	18396894	18174365	20	18680546	19125603	18903074	445058
46_2	20	46	74.626	93.077	20	18396895	18841953	18619424	20	19125604	19570662	19348133	445059
46_3	20	46	76.981	94.208	20	18841954	19287012	19064483	20	19570663	20015721	19793192	445059
46_4	20	46	76.488	94.582	20	19287013	19732071	19509542	20	20015722	20460780	20238251	445059
94_2	21	94	0.0		Un	22582102	22840795	22711448	21	258694	517387	388040	258694
95_1	21	95	5.614	0.0	Un	22841796	23092009	22966902	21	518388	768601	643494	250214
95_2	21	95	7.137		Un	23092010	23342223	23217116	21	768602	1018815	893708	250214
134_1	21	134		1.936	Un	29838944	29967512	29903228	21	1019816	1148384	1084100	128569
147_2	21	147	8.5		Un	31669287	31777177	31723232	21	1385845	1493735	1439790	107891
144_2	21	144	8.916	2.699	21	148536	297070	222803	21	1643271	1791805	1717538	148535
37_1	21	37	11.765	10.126	Un	5106262	5547663	5326962	21	1792806	2234207	2013506	441402
37_2	21	37	11.968	10.226	Un	5547664	5989065	5768364	21	2234208	2675609	2454908	441402
37_3	21	37	11.786	11.186	Un	5989066	6430467	6209766	21	2675610	3117011	2896310	441402
37_4	21	37	11.877	11.47	Un	6430468	6871869	6651168	21	3117012	3558413	3337712	441402
37_5	21	37	11.807	12.501	Un	6871870	7313271	7092570	21	3558414	3999815	3779114	441402
37_6	21	37	11.717	12.629	Un	7313272	7754674	7533973	21	3999816	4441218	4220517	441403
16_1	21	16	11.723		21	298071	782104	540087	21	4442219	4926252	4684235	484034
16_2	21	16	11.64		21	782105	1266138	1024121	21	4926253	5410286	5168269	484034
16_3	21	16	11.689	13.056	21	1266139	1750172	1508155	21	5410287	5894320	5652303	484034
16_4	21	16	11.555	12.964	21	1750173	2234207	1992190	21	5894321	6378355	6136338	484035
16_5	21	16	11.628	13.364	21	2234208	2718242	2476225	21	6378356	6862390	6620373	484035
16_6	21	16	12.481	14.466	21	2718243	3202277	2960260	21	6862391	7346425	7104408	484035
16_7	21	16		14.524	21	3202278	3686312	3444295	21	7346426	7830460	7588443	484035
16_8	21	16	11.52	14.744	21	3686313	4170347	3928330	21	7830461	8314495	8072478	484035
16_9	21	16	12.922	15.658	21	4170348	4654382	4412365	21	8314496	8798530	8556513	484035
16_10	21	16	13.63	16.077	21	4654383	5138417	4896400	21	8798531	9282565	9040548	484035
16_11	21	16	14.17	17.416	21	5138418	5622452	5380435	21	9282566	9766600	9524583	484035
16_12	21	16	14.576	17.86	21	5622453	6106487	5864470	21	9766601	10250635	10008618	484035
16_13	21	16	11.038	17.86	21	6106488	6590522	6348505	21	10250636	10734670	10492653	484035
16_14	21	16	14.576	17.873	21	6590523	7074557	6832540	21	10734671	11218705	10976688	484035
16_15	21	16	14.576	17.913	21	7074558	7558592	7316575	21	11218706	11702740	11460723	484035
16_16	21	16	10.908	18.057	21	7558593	8042627	7800610	21	11702741	12186775	11944758	484035
16_17	21	16		18.942	21	8042628	8526662	8284645	21	12186776	12670810	12428793	484035
16_18	21	16	19.179	22.483	21	8526663	9010697	8768680	21	12670811	13154845	12912828	484035
16_19	21	16	23.242	28.154	21	9010698	9494732	9252715	21	13154846	13638880	13396863	484035
43_1	21	43	27.187	31.597	21	9495733	9971441	9733587	21	13639881	14115589	13877735	475709
43_2	21	43	29.629	36.463	21	9971442	10447150	10209296	21	14115590	14591298	14353444	475709
43_3	21	43	35.602	41.232	21	10447151	10922859	10685005	21	14591299	15067007	14829153	475709
43_4	21	43	42.189	47.156	21	10922860	11398568	11160714	21	15067008	15542716	15304862	475709
67_1	21	67	47.508		Un	15742364	16189048	15965706	21	15543717	15990401	15767059	446685
67_2	21	67	53.938	65.971	Un	16189049	16635733	16412391	21	15990402	16437086	16213744	446685
127_1	21	127	59.725		21	11399569	11532951	11466260	21	16438087	16571469	16504778	133383
127_2	21	127	62.198	73.745	21	11532952	11666335	11599643	21	16571470	16704853	16638161	133384
126_1	21	126	63.304		Un	28000487	28145924	28073205	21	16705854	16851291	16778572	145438
126_2	21	126	64.011	76.26	Un	28145925	28291363	28218644	21	16851292	16996730	16924011	145439
146_2	21	146		77.367	Un	31448130	31560395	31504262	21	16997731	17109996	17053863	112266
146_1	21	146	69.015	77.647	Un	31335865	31448129	31391997	21	17109997	17222261	17166129	112265
182_2	21	182	67.723	78.221	Un	37129654	37196909	37163281	21	17223262	17290517	17256889	67256
182_1	21	182		79.072	Un	37062399	37129653	37096026	21	17290518	17357772	17324145	67255
