marker	old_chr	old_start	old_end	new_chr	new_start	new_end	bin_length	cM_FTC	cM_BEPA	rate_FTC	rate_BEPA	rate_ROESTI	rel_FTC	rel_BEPA	rel_ROESTI	n_crosses	rel_consensus	rel_sd	rank_sd	disagree	concordant	rate_consensus_cMperMb
5_4	10	1454121	1938827	10	3533268	4017974	484707	5.057	13.816	3.2226	6.4637	1.7177	0.8229	1.3164	0.5331	3	0.8908	0.396	0.1488	0.6875	TRUE	2.7704
5_5	10	1938828	2423534	10	4017975	4502681	484707	7.194	18.489	3.2989	7.4426	3.6943	0.8424	1.5158	1.1465	3	1.1682	0.3372	0.0621	0.4483	TRUE	3.6331
5_6	10	2423535	2908241	10	4502682	4987388	484707	8.255	21.031	2.6913	4.4934	2.9924	0.6872	0.9152	0.9286	3	0.8437	0.1357	0.046	0.142	TRUE	2.6239
5_7	10	2908242	3392948	10	4987389	5472095	484707	9.803	22.845	3.5413	2.9348	2.9751	0.9043	0.5977	0.9233	3	0.8084	0.1827	0.0608	0.1875	TRUE	2.5141
5_8	10	3392949	3877655	10	5472096	5956802	484707	11.688	23.876	4.4924	4.1675	3.2586	1.1472	0.8488	1.0113	3	1.0024	0.1494	0.0327	0.0739	TRUE	3.1175
5_9	10	3877656	4362362	10	5956803	6441509	484707	14.158	26.885	4.8782	3.9756	3.2833	1.2457	0.8097	1.0189	3	1.0248	0.2181	0.043	0.108	TRUE	3.1871
5_10	10	4362363	4847069	10	6441510	6926216	484707	16.417	27.73	4.8751	3.1101	3.2941	1.2449	0.6334	1.0223	3	0.9669	0.3095	0.0784	0.3636	TRUE	3.0071
5_11	10	4847070	5331776	10	6926217	7410923	484707	18.884	29.9	3.9756	2.7511	2.149	1.0152	0.5603	0.6669	3	0.7475	0.2379	0.0916	0.3736	TRUE	2.3247
5_12	10	5331777	5816483	10	7410924	7895630	484707	20.271	30.397	1.7268	1.1223	1.3199	0.441	0.2286	0.4096	3	0.3597	0.1146	0.089	0.233	TRUE	1.1187
5_13	10	5816484	6301190	10	7895631	8380337	484707	20.558	30.988	0.6819	0.786	1.0233	0.1741	0.1601	0.3176	3	0.2173	0.0872	0.0627	0.2011	TRUE	0.6758
5_14	10	6301191	6785897	10	8380338	8865044	484707	20.932	31.159	0.6241	1.0377	0.6895	0.1594	0.2113	0.214	3	0.1949	0.0308	0.0309	0.0402	TRUE	0.6061
5_15	10	6785898	7270604	10	8865045	9349751	484707	21.163	31.994	1.3802	1.7206	1.0023	0.3524	0.3504	0.311	3	0.3379	0.0233	0.0597	0.108	TRUE	1.0509
5_16	10	7270605	7755311	10	9349752	9834458	484707	22.27	32.827	1.4297	1.8217	0.9846	0.3651	0.371	0.3056	3	0.3472	0.0362	0.0713	0.1648	TRUE	1.0798
5_17	10	7755312	8240018	10	9834459	10319165	484707	22.549	33.76	0.4312	1.6268	0.5809	0.1101	0.3313	0.1803	3	0.2072	0.113	0.1262	0.6034	TRUE	0.6444
5_18	10	8240019	8724725	10	10319166	10803872	484707	22.688	34.404	0.4838	1.2317	1.9188	0.1235	0.2509	0.5955	3	0.3233	0.2442	0.1602	0.6193	TRUE	1.0055
5_19	10	8724726	9209432	10	10803873	11288579	484707	23.018	34.954	1.4204	0.9562	2.1797	0.3627	0.1947	0.6764	3	0.4113	0.2445	0.1664	0.6307	TRUE	1.2791
5_20	10	9209433	9694139	10	11288580	11773286	484707	24.065	35.331	2.3096	0.7272	2.0323	0.5898	0.1481	0.6307	3	0.4562	0.2676	0.21	0.7644	FALSE	1.4188
5_21	10	9694140	10178846	10	11773287	12257993	484707	25.257	35.659	1.7351	1.2719	1.929	0.4431	0.259	0.5986	3	0.4336	0.17	0.1032	0.3046	TRUE	1.3485
5_22	10	10178847	10663553	10	12257994	12742700	484707	25.747	36.564	2.4015	2.8491	1.5433	0.6132	0.5803	0.4789	3	0.5575	0.07	0.0696	0.2356	TRUE	1.7338
5_23	10	10663554	11148260	10	12742701	13227407	484707	27.585	38.421	2.7821	2.9667	3.3648	0.7104	0.6042	1.0442	3	0.7863	0.2296	0.0639	0.2216	TRUE	2.4454
5_24	10	11148261	11632967	10	13227408	13712114	484707	28.444	39.44	3.0585	4.4088	4.4138	0.781	0.8979	1.3698	3	1.0162	0.3117	0.0689	0.2784	TRUE	3.1604
5_25	10	11632968	12117674	10	13712115	14196821	484707	30.55	42.695	7.8697	8.1616	10.3068	2.0096	1.6623	3.1985	3	2.2901	0.8056	0.0768	0.7299	TRUE	7.1222
5_26	10	12117675	12602381	10	14196822	14681528	484707	36.073	47.352	10.7054	12.4075	9.7313	2.7337	2.527	3.0199	3	2.7602	0.2475	0.0221	0.2557	TRUE	8.5842
5_27	10	12602382	13087088	10	14681529	15166235	484707	40.928	54.723	9.0838	15.791	9.859	2.3196	3.2161	3.0596	3	2.8651	0.4789	0.0366	0.5966	TRUE	8.9105
5_28	10	13087089	13571795	10	15166236	15650942	484707	44.879	62.66	11.8948	19.1012	9.1473	3.0374	3.8903	2.8387	3	3.2555	0.5587	0.0279	0.3409	TRUE	10.1246
5_29	10	13571796	14056502	10	15650943	16135649	484707	52.459	73.24	17.8458	21.905	14.1886	4.5571	4.4613	4.4031	3	4.4738	0.0778	0.0064	0.0398	TRUE	13.9135
5_30	10	14056503	14541209	10	16135650	16620356	484707	62.179	83.895	13.4456	14.056	7.5302	3.4335	2.8627	2.3369	3	2.8777	0.5485	0.0292	0.3693	TRUE	8.9496
59_1	10	14542210	14913952	10	16920057	17291799	371743	63.443	84.29	6.2872	3.5259	3.2188	1.6055	0.7181	0.9989	3	1.1075	0.4536	0.0868	0.6494	TRUE	3.4443
59_2	10	14913953	15285696	10	17291800	17663543	371744	64.663	83.017	2.3713	1.9462	0.9061	0.6055	0.3964	0.2812	3	0.4277	0.1644	0.1431	0.5115	TRUE	1.3301
59_3	10	15285697	15657440	10	17663544	18035287	371744	65.206	85.737	1.4607	7.3169	0	0.373	1.4902	0	3	0.6211	0.7755	0.3708	0.9253	FALSE	1.9316
75_1	11	1	310076	11	748151	1058226	310076	0.774	2.447	1.7134	1.108	0	0.4375	0.2257	0	3	0.2211	0.2188	0.2062	0.8678	FALSE	0.6876
75_2	11	310077	620152	11	1058227	1368302	310076	1.315	1.68	0.1822	0.8569	0	0.0465	0.1745	0	3	0.0737	0.0904	0.0817	0.733	TRUE	0.2292
49_1	11	621153	1016998	11	2556844	2952689	395846	1.525	6.776	2.4368	3.942	0	0.6223	0.8029	0	3	0.4751	0.4212	0.3306	0.9828	FALSE	1.4776
49_2	11	1016999	1412845	11	2160997	2556843	395847	1.166	5.276	0.6859	2.4378	0	0.1752	0.4965	0	3	0.2239	0.2518	0.2251	0.9023	FALSE	0.6963
49_3	11	1412846	1808692	11	1765150	2160996	395847	0.982	4.846	0.3423	2.8546	0.2394	0.0874	0.5814	0.0743	3	0.2477	0.2891	0.2533	0.8793	FALSE	0.7703
49_4	11	1808693	2204539	11	1369303	1765149	395847	0.895	3.016	0.4441	4.2224	2.0782	0.1134	0.86	0.6449	3	0.5394	0.3843	0.2546	0.8678	FALSE	1.6775
11_1	11	2205540	2703476	11	2953690	3451626	497937	3.222	8.602	4.3602	6.3933	2.7537	1.1134	1.3021	0.8545	3	1.09	0.2247	0.0641	0.233	TRUE	3.3899
11_2	11	2703477	3201413	11	3451627	3949563	497937	5.649	12.823	3.0988	5.6915	3.2108	0.7913	1.1592	0.9964	3	0.9823	0.1844	0.0448	0.1307	TRUE	3.055
11_3	11	3201414	3699350	11	3949564	4447500	497937	6.308	14.27	3.9252	3.885	4.1302	1.0023	0.7912	1.2817	3	1.0251	0.246	0.0509	0.1534	TRUE	3.1881
11_4	11	3699351	4197287	11	4447501	4945437	497937	9.558	16.692	2.9632	3.5286	1.5518	0.7567	0.7187	0.4816	3	0.6523	0.1491	0.1088	0.546	TRUE	2.0287
11_5	11	4197288	4695224	11	4945438	5443374	497937	9.259	17.784	1.8777	2.666	1.8776	0.4795	0.543	0.5827	3	0.5351	0.0521	0.0285	0.0402	TRUE	1.6642
11_6	11	4695225	5193161	11	5443375	5941311	497937	11.428	19.347	2.4039	2.9271	1.865	0.6139	0.5962	0.5788	3	0.5963	0.0176	0.0396	0.0862	TRUE	1.8545
11_7	11	5193162	5691098	11	5941312	6439248	497937	11.653	20.699	0.1938	1.3797	1.5616	0.0495	0.281	0.4846	3	0.2717	0.2177	0.1769	0.6724	TRUE	0.845
11_8	11	5691099	6189035	11	6439249	6937185	497937	11.621	20.721	0.6467	1.3496	0.6023	0.1651	0.2749	0.1869	3	0.209	0.0581	0.0746	0.3046	TRUE	0.65
11_9	11	6189036	6686972	11	6937186	7435122	497937	12.297	22.043	0.9198	2.664	0.9257	0.2349	0.5426	0.2873	3	0.3549	0.1646	0.1427	0.5625	TRUE	1.1037
11_10	11	6686973	7184909	11	7435123	7933059	497937	12.537	23.374	0.5593	2.3497	1.4528	0.1428	0.4786	0.4508	3	0.3574	0.1864	0.1359	0.5057	TRUE	1.1115
11_11	11	7184910	7682846	11	7933060	8430996	497937	12.854	24.383	0.6406	1.5122	1.4122	0.1636	0.308	0.4382	3	0.3033	0.1374	0.0908	0.3046	TRUE	0.9433
11_12	11	7682847	8180783	11	8430997	8928933	497937	13.175	24.88	0.6497	1.4259	1.0087	0.1659	0.2904	0.313	3	0.2564	0.0792	0.0485	0.1092	TRUE	0.7974
11_13	11	8180784	8678720	11	8928934	9426870	497937	13.501	25.803	1.1036	1.5153	1.1223	0.2818	0.3086	0.3483	3	0.3129	0.0335	0.0124	0.0287	TRUE	0.9731
11_14	11	8678721	9176657	11	9426871	9924807	497937	14.274	26.389	1.5685	1.3747	0.9338	0.4005	0.28	0.2898	3	0.3234	0.0669	0.0767	0.1989	TRUE	1.0058
11_15	11	9176658	9674595	11	9924808	10422745	497938	15.063	27.172	1.204	1.4189	1.0108	0.3075	0.289	0.3137	3	0.3034	0.0129	0.0315	0.0632	TRUE	0.9436
11_16	11	9674596	10172533	11	10422746	10920683	497938	15.473	27.802	0.7963	1.1668	2.2834	0.2033	0.2376	0.7086	3	0.3832	0.2824	0.1734	0.6761	TRUE	1.1918
11_17	11	10172534	10670471	11	10920684	11418621	497938	15.856	28.334	2.3105	2.3527	2.2144	0.59	0.4792	0.6872	3	0.5855	0.1041	0.0468	0.1437	TRUE	1.8209
11_18	11	10670472	11168409	11	11418622	11916559	497938	17.774	30.145	3.0205	2.0675	1.9617	0.7713	0.4211	0.6088	3	0.6004	0.1753	0.0901	0.3621	TRUE	1.8672
11_19	11	11168410	11666347	11	11916560	12414497	497938	18.864	30.393	1.464	1.1507	1.822	0.3738	0.2344	0.5654	3	0.3912	0.1662	0.0962	0.267	TRUE	1.2166
11_20	11	11666348	12164285	11	12414498	12912435	497938	19.232	31.291	1.3787	1.7412	2.8877	0.3521	0.3546	0.8961	3	0.5343	0.3134	0.1422	0.5	TRUE	1.6617
11_21	11	12164286	12662223	11	12912436	13410373	497938	20.237	32.127	2.0474	2.5515	0.7987	0.5228	0.5197	0.2479	3	0.4301	0.1578	0.157	0.546	TRUE	1.3376
11_22	11	12662224	13160161	11	13410374	13908311	497938	21.271	33.832	4.2274	4.7486	5.5347	1.0795	0.9671	1.7176	3	1.2547	0.4048	0.0721	0.5115	TRUE	3.9021
11_23	11	13160162	13658099	11	13908312	14406249	497938	24.447	36.856	7.5783	6.1956	4.9982	1.9352	1.2618	1.5511	3	1.5827	0.3378	0.0514	0.2816	TRUE	4.9222
11_24	11	13658100	14156037	11	14406250	14904187	497938	28.818	40.002	11.3488	13.5117	7.8247	2.898	2.7519	2.4282	3	2.6927	0.2404	0.0054	0.0057	TRUE	8.3743
11_25	11	14156038	14653975	11	14904188	15402125	497938	35.749	50.312	11.7505	17.9199	11.7559	3.0006	3.6497	3.6482	3	3.4328	0.3743	0.0311	0.4205	TRUE	10.676
11_26	11	14653976	15151913	11	15402126	15900063	497938	40.52	57.848	10.6704	16.5969	8.1772	2.7248	3.3802	2.5376	3	2.8809	0.4424	0.0325	0.483	TRUE	8.9596
79_1	11	15152914	15444793	11	16385322	16677201	291880	53.409	70.295	27.5117	15.6402	7.4894	7.0254	3.1854	2.3242	3	4.1783	2.5029	0.0572	0.8011	FALSE	12.9945
79_2	11	15444794	15736674	11	16093441	16385321	291881	49.406	67.099	15.7447	10.313	8.9218	4.0206	2.1004	2.7687	3	2.9632	0.9748	0.0621	0.8352	FALSE	9.2156
103_1	11	15737675	15934847	11	16875376	17072548	197173	64.835	78.588	6.5779	16.5931	9.3375	1.6797	3.3795	2.8977	3	2.6523	0.8761	0.0822	0.7759	FALSE	8.2487
103_2	11	15934848	16132021	11	16678202	16875375	197174	64.191		25.8097		6.5012	6.5907		2.0175	2	4.3041	3.2337	0.1048	0.9261	FALSE	13.3858
100_1	11	16133022	16347660	11	17288189	17502827	214639	62.575	82.232	3.0138	8.309	0.7331	0.7696	1.6923	0.2275	3	0.8965	0.7406	0.3058	0.8693	FALSE	2.7881
100_2	11	16347661	16562300	11	17073549	17288188	214640	61.533	81.074	5.3612	8.6444		1.369	1.7606		2	1.5648	0.2769	0.0385	0.1207	TRUE	4.8665
190_1	11	16563301	16634676	11	17503828	17575203	71376		84.054		12.6522			2.5768		1	2.5768				FALSE	8.0138
190_2	11	16634677	16706052	11	17575204	17646579	71376	62.829		1.1793			0.3011			1	0.3011				FALSE	0.9364
158_1	12	1	90198	12	881327	971524	90198	11.37		28.0411		0	7.1606		0	2	3.5803	5.0633	0.6894	0.9943	FALSE	11.1347
158_2	12	90199	180396	12	971525	1061722	90198	12.808	10.433	20.3923	30.7936	0	5.2074	6.2717	0	3	3.8264	3.3562	0.5588	0.983	FALSE	11.9001
62_1	12	181397	536391	12	1062723	1417717	354995	17.769	19.936	18.4534	32.7917	3.9551	4.7122	6.6786	1.2274	3	4.2061	2.7606	0.1557	0.9489	FALSE	13.081
62_2	12	536392	891386	12	1417718	1772712	354995	23.485	29.406	12.0466	18.5876	11.3155	3.0762	3.7857	3.5115	3	3.4578	0.3578	0.0228	0.267	TRUE	10.7538
62_3	12	891387	1246382	12	1772713	2127708	354996	26.322	33.133	7.3279	12.9037	10.4685	1.8712	2.6281	3.2487	3	2.5827	0.6899	0.0606	0.5575	TRUE	8.0322
64_1	12	1247383	1727896	12	3420529	3901042	480514	41.365	49.181	3.5408	3.0179	1.9481	0.9042	0.6146	0.6046	3	0.7078	0.1702	0.0809	0.2931	TRUE	2.2013
64_2	12	1727897	2208411	12	3901043	4381557	480515	43.662	50.605	4.8174	3.2921	4.5661	1.2302	0.6705	1.417	3	1.1059	0.3885	0.0929	0.6954	TRUE	3.4393
6_1	12	2209412	2703831	12	18226341	18720760	494420	67.965		0.5346		5.1639	0.1365		1.6025	2	0.8695	1.0366	0.4264	0.9375	FALSE	2.7041
6_2	12	2703832	3198251	12	17731921	18226340	494420	67.345	79.192	1.4441	1.8098	0.8006	0.3688	0.3686	0.2485	3	0.3286	0.0694	0.101	0.3352	TRUE	1.0219
6_3	12	3198252	3692671	12	17237501	17731920	494420	66.537	77.426	0.9011	3.5253	0.8006	0.2301	0.718	0.2485	3	0.3989	0.2765	0.2119	0.8011	FALSE	1.2406
6_4	12	3692672	4187091	12	16743081	17237500	494420	66.454	75.706	0.8363	3.045	0.8372	0.2136	0.6202	0.2598	3	0.3645	0.2226	0.1788	0.7102	TRUE	1.1336
6_5	12	4187092	4681511	12	16248661	16743080	494420	65.71	74.415	3.0824	3.673	2.6295	0.7871	0.7481	0.816	3	0.7837	0.0341	0.0143	0.0057	TRUE	2.4373
6_6	12	4681512	5175931	12	15754241	16248660	494420	63.406	72.074	5.4053	6.7402	5.7637	1.3803	1.3728	1.7887	3	1.5139	0.238	0.0414	0.1667	TRUE	4.7082
6_7	12	5175932	5670352	12	15259820	15754240	494421	60.365	67.75	3.7165	6.1446	6.3289	0.949	1.2515	1.9641	3	1.3882	0.5212	0.0854	0.6264	TRUE	4.3173
6_8	12	5670353	6164773	12	14765399	15259819	494421	59.731	65.998	1.5018	2.9206	2.9356	0.3835	0.5948	0.911	3	0.6298	0.2655	0.1235	0.6264	TRUE	1.9587
6_9	12	6164774	6659194	12	14270978	14765398	494421	58.88	64.862	2.0519	2.8083	1.3934	0.524	0.572	0.4324	3	0.5095	0.0709	0.0707	0.2126	TRUE	1.5845
6_10	12	6659195	7153615	12	13776557	14270977	494421	57.702	63.221	1.6211	2.7183	2.7615	0.414	0.5536	0.857	3	0.6082	0.2265	0.0984	0.408	TRUE	1.8915
6_11	12	7153616	7648036	12	13282136	13776556	494421	57.277	62.174	1.0851	1.886	2.0916	0.2771	0.3841	0.6491	3	0.4368	0.1915	0.1048	0.3161	TRUE	1.3584
6_12	12	7648037	8142457	12	12787715	13282135	494421	56.629	61.356	0.7392	1.9892	2.3376	0.1888	0.4051	0.7254	3	0.4398	0.27	0.1617	0.6149	TRUE	1.3678
6_13	12	8142458	8636878	12	12293294	12787714	494421	56.546	60.207	1.1468	1.5351	3.4219	0.2928	0.3126	1.0619	3	0.5558	0.4384	0.1973	0.7874	FALSE	1.7285
6_14	12	8636879	9131299	12	11798873	12293293	494421	55.495	59.838	1.8163	1.0875	1.8675	0.4638	0.2215	0.5795	3	0.4216	0.1827	0.1211	0.4034	TRUE	1.3112
6_15	12	9131300	9625720	12	11304452	11798872	494421	54.75		0.899		1.8675	0.2296		0.5795	2	0.4046	0.2474	0.1396	0.5284	TRUE	1.2583
6_16	12	9625721	10120141	12	10810031	11304451	494421	54.606	58.594	0.8505	0.9108	1.8163	0.2172	0.1855	0.5637	3	0.3221	0.2098	0.1331	0.4659	TRUE	1.0017
6_17	12	10120142	10614562	12	10315610	10810030	494421	53.909	58.487	0.6917	0.3095	1.8027	0.1766	0.063	0.5594	3	0.2663	0.2601	0.2028	0.7759	FALSE	0.8282
6_18	12	10614563	11108983	12	9821189	10315609	494421	53.922	58.288	0.3772	0.715	1.6258	0.0963	0.1456	0.5045	3	0.2488	0.2228	0.165	0.5805	TRUE	0.7738
6_19	12	11108984	11603404	12	9326768	9821188	494421	53.536	57.78	1.0598	1.0103	1.6494	0.2706	0.2058	0.5118	3	0.3294	0.1613	0.1009	0.3239	TRUE	1.0244
6_20	12	11603405	12097825	12	8832347	9326767	494421	52.874	57.289	1.5007	1.1245	1.9332	0.3832	0.229	0.5999	3	0.404	0.1863	0.1177	0.3807	TRUE	1.2564
6_21	12	12097826	12592246	12	8337926	8832346	494421	52.052	56.668	1.0174	0.808	1.6548	0.2598	0.1646	0.5135	3	0.3126	0.1804	0.1317	0.477	TRUE	0.9722
6_22	12	12592247	13086667	12	7843505	8337925	494421	51.868	56.49	0.3246	0.1729	1.3375	0.0829	0.0352	0.4151	3	0.1777	0.2069	0.1902	0.8218	FALSE	0.5526
6_23	12	13086668	13581088	12	7349084	7843504	494421	51.731	56.497	0.1214	0.4096	0.3631	0.031	0.0834	0.1127	3	0.0757	0.0414	0.0331	0.1989	TRUE	0.2354
6_24	12	13581089	14075509	12	6854663	7349083	494421	51.748	56.085	0.5613	0.8869	1.4892	0.1433	0.1806	0.4621	3	0.262	0.1743	0.1229	0.4655	TRUE	0.8148
6_25	12	14075510	14569930	12	6360242	6854662	494421	51.176	55.62	2.4069	1.2348	2.4572	0.6146	0.2515	0.7625	3	0.5429	0.2629	0.1596	0.592	TRUE	1.6884
6_26	12	14569931	15064351	12	5865821	6360241	494421	49.368	54.864	2.8882	1.5766	3.1181	0.7375	0.3211	0.9676	3	0.6754	0.3277	0.1577	0.7184	TRUE	2.1005
6_27	12	15064352	15558772	12	5371400	5865820	494421	48.32	54.061	1.526	1.7445	2.8596	0.3897	0.3553	0.8874	3	0.5441	0.2978	0.1329	0.431	TRUE	1.6922
6_28	12	15558773	16053193	12	4876979	5371399	494421	47.859	53.139	2.3128	1.7091	1.7944	0.5906	0.3481	0.5568	3	0.4985	0.1313	0.0679	0.1897	TRUE	1.5503
6_29	12	16053194	16547614	12	4382558	4876978	494421	46.033	52.371	4.2701	2.5781	3.5714	1.0904	0.5251	1.1083	3	0.9079	0.3317	0.1137	0.5852	TRUE	2.8236
70_1	12	16548615	16919066	12	19092213	19462664	370452	68.792	81.34	2.8472	5.5004	5.684	0.7271	1.1203	1.7639	3	1.2038	0.5234	0.1094	0.7414	TRUE	3.7438
70_2	12	16919067	17289518	12	18721761	19092212	370452	67.841	80	1.0288	1.6545	4.4185	0.2627	0.337	1.3712	3	0.657	0.6197	0.2378	0.8563	FALSE	2.0433
60_1	12	17290519	17660701	12	20204031	20574213	370183	75.23	88.509	5.0223	7.559	0.949	1.2825	1.5395	0.2945	3	1.0388	0.6573	0.2852	0.8466	FALSE	3.2307
60_2	12	17660702	18030884	12	19833848	20204030	370183	72.924	86.98	7.1276	5.9822	0.949	1.8201	1.2184	0.2945	3	1.111	0.7684	0.2955	0.9253	FALSE	3.4552
60_3	12	18030885	18401067	12	19463665	19833847	370183	69.953	84.08	5.5725	7.6062	0.5812	1.423	1.5491	0.1804	3	1.0508	0.7564	0.352	0.9148	FALSE	3.268
51_1	13	1	491421	13	982844	1474264	491421	0.458	4.309	0.3562	3.2681	0.0135	0.091	0.6656	0.0042	3	0.2536	0.3594	0.2881	0.9138	FALSE	0.7887
51_2	13	491422	982842	13	491423	982843	491421	0.373	1.729	0.466	4.3842	0.3476	0.119	0.8929	0.1079	3	0.3733	0.45	0.302	0.9602	FALSE	1.161
51_3	13	982843	1474264	13	1	491422	491422	0	0	0.759	3.5184	0.3445	0.1938	0.7166	0.1069	3	0.3391	0.3298	0.2609	0.9148	FALSE	1.0546
52_1	13	1475265	1924895	13	1475265	1924895	449631	0.716	4.876	0.8326	3.3653	2.0928	0.2126	0.6854	0.6495	3	0.5158	0.2632	0.1742	0.6609	TRUE	1.6041
52_2	13	1924896	2374526	13	1924896	2374526	449631	1.225	7.409	1.9249	6.0094	2.4045	0.4915	1.2239	0.7462	3	0.8205	0.3718	0.1282	0.642	TRUE	2.5518
52_3	13	2374527	2824157	13	2374527	2824157	449631	2.447	10.28	2.4346	5.5159	2.628	0.6217	1.1234	0.8155	3	0.8535	0.253	0.0784	0.3636	TRUE	2.6544
4_1	13	2825158	3314407	13	2825158	3314407	489250	3.465	12.484	2.0819	4.3868	2.7918	0.5316	0.8934	0.8664	3	0.7638	0.2015	0.0873	0.4261	TRUE	2.3754
4_2	13	3314408	3803657	13	3314408	3803657	489250	4.445	14.49	2.6438	5.0547	2.7918	0.6751	1.0295	0.8664	3	0.857	0.1774	0.0549	0.1648	TRUE	2.6653
4_3	13	3803658	4292907	13	3803658	4292907	489250	6.052	17.43	3.5187	4.0368	2.6859	0.8985	0.8222	0.8335	3	0.8514	0.0412	0.0307	0.0625	TRUE	2.6479
4_4	13	4292908	4782157	13	4292908	4782157	489250	7.888	18.44	3.8702	2.8544	2.6032	0.9883	0.5813	0.8079	3	0.7925	0.2039	0.072	0.3011	TRUE	2.4647
4_5	13	4782158	5271407	13	4782158	5271407	489250	9.839	20.223	3.9397	2.65	1.8795	1.006	0.5397	0.5833	3	0.7097	0.2576	0.1127	0.592	TRUE	2.2072
4_6	13	5271408	5760657	13	5271408	5760657	489250	11.743	21.033	3.7067	2.4602	3.3832	0.9465	0.5011	1.0499	3	0.8325	0.2916	0.1181	0.608	TRUE	2.5891
4_7	13	5760658	6249907	13	5760658	6249907	489250	13.466		2.5396		5.1475	0.6485		1.5974	2	1.1229	0.671	0.1662	0.8678	FALSE	3.4922
4_8	13	6249908	6739157	13	6249908	6739157	489250	14.228	23.834	1.7956	2.1945	3.4678	0.4585	0.4469	1.0762	3	0.6605	0.36	0.1397	0.6954	TRUE	2.0542
4_9	13	6739158	7228407	13	6739158	7228407	489250	15.223	24.254	1.1191	0.3689	1.7673	0.2858	0.0751	0.5485	3	0.3031	0.2372	0.1983	0.7529	FALSE	0.9426
4_10	13	7228408	7717657	13	7228408	7717657	489250	15.323	24.195	0.8809	1.5033	1.4148	0.2249	0.3062	0.4391	3	0.3234	0.1081	0.0623	0.1193	TRUE	1.0058
4_11	13	7717658	8206907	13	7717658	8206907	489250	16.085	25.725	1.0179	2.4926	1.2166	0.2599	0.5077	0.3776	3	0.3817	0.124	0.0907	0.2557	TRUE	1.1871
4_12	13	8206908	8696157	13	8206908	8696157	489250	16.319	26.634	0.5805	1.5135	1.2166	0.1482	0.3083	0.3776	3	0.278	0.1177	0.0821	0.2471	TRUE	0.8646
4_13	13	8696158	9185407	13	8696158	9185407	489250	16.653	27.206	0.6306	1.1088	1.2088	0.161	0.2258	0.3751	3	0.254	0.1098	0.0672	0.1724	TRUE	0.7899
4_14	13	9185408	9674657	13	9185408	9674657	489250	16.936	27.719	0.9433	0.9586	1.2079	0.2409	0.1952	0.3749	3	0.2703	0.0934	0.0656	0.1552	TRUE	0.8406
4_15	13	9674658	10163907	13	9674658	10163907	489250	17.576	28.144	1.0138	1.1926	1.2079	0.2589	0.2429	0.3749	3	0.2922	0.072	0.0356	0.0747	TRUE	0.9087
4_16	13	10163908	10653157	13	10163908	10653157	489250	17.928	28.886	0.5386	1.1313	0.6109	0.1375	0.2304	0.1896	3	0.1858	0.0466	0.0521	0.1207	TRUE	0.5778
4_17	13	10653158	11142407	13	10653158	11142407	489250	18.103	29.251	0.5151	0.8615	0.9874	0.1315	0.1755	0.3064	3	0.2045	0.091	0.0523	0.1322	TRUE	0.636
4_18	13	11142408	11631657	13	11142408	11631657	489250	18.432	29.729	0.5335	0.3945	1.1646	0.1362	0.0803	0.3614	3	0.1926	0.1488	0.1332	0.6379	TRUE	0.599
4_19	13	11631658	12120908	13	11631658	12120908	489251	18.625	29.637	0.3771	0.3669	1.0279	0.0963	0.0747	0.319	3	0.1633	0.1352	0.1169	0.569	TRUE	0.5079
4_20	13	12120909	12610159	13	12120909	12610159	489251	18.801	30.088	1.0843	0.6214	1.9125	0.2769	0.1266	0.5935	3	0.3323	0.2383	0.1808	0.7216	TRUE	1.0335
4_21	13	12610160	13099410	13	12610160	13099410	489251	19.686	30.245	1.5728	0.6643	0.8114	0.4016	0.1353	0.2518	3	0.2629	0.1335	0.1376	0.4943	TRUE	0.8176
4_22	13	13099411	13588661	13	13099411	13588661	489251	20.34	30.738	1.4819	1.2253	0.8154	0.3784	0.2496	0.253	3	0.2937	0.0734	0.0822	0.2586	TRUE	0.9134
4_23	13	13588662	14077912	13	13588662	14077912	489251	21.136	31.444	1.0628	1.5268	0.819	0.2714	0.311	0.2541	3	0.2788	0.0292	0.061	0.1437	TRUE	0.8671
4_24	13	14077913	14567163	13	14077913	14567163	489251	21.38	32.232	0.4027	1.7496	1.5486	0.1028	0.3563	0.4806	3	0.3132	0.1925	0.1498	0.5345	TRUE	0.9741
4_25	13	14567164	15056414	13	14567164	15056414	489251	21.53	33.156	1.2161	1.6903	2.5626	0.3105	0.3443	0.7952	3	0.4833	0.2706	0.1294	0.4023	TRUE	1.5031
4_26	13	15056415	15545665	13	15056415	15545665	489251	22.57	33.886	1.9622	2.5416	1.9487	0.5011	0.5176	0.6048	3	0.5412	0.0557	0.0187	0.0057	TRUE	1.6831
4_27	13	15545666	16034916	13	15545666	16034916	489251	23.45	35.643	2.0388	3.5759	3.4783	0.5206	0.7283	1.0794	3	0.7761	0.2824	0.1069	0.5398	TRUE	2.4137
4_28	13	16034917	16524167	13	16034917	16524167	489251	24.565	37.385	3.4236	4.9044	2.8983	0.8742	0.9989	0.8994	3	0.9242	0.0659	0.0221	0.0511	TRUE	2.8743
4_29	13	16524168	17013418	13	16524168	17013418	489251	26.8	40.442	5.4621	5.0373	4.3849	1.3948	1.0259	1.3608	3	1.2605	0.2039	0.0399	0.1322	TRUE	3.9202
