region_uid	tag	cell	rep	env	method	size_floor	region_id	Chr	from	to	n_markers	n_units	TP	member_markers	member_units	linked_qtn
nobgs_V2_c1.5_rep8_env7_lfmm_simes_region_r4	nobgs	V2_c1.5	8	7	lfmm_simes_region	2	4	Chr2	7448318	7505446	4	1	FALSE	Chr2:7448318;Chr2:7456448;Chr2:7499109;Chr2:7505446	Chr2:7448318	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r1	nobgs	V2_c1.5	8	8	emmax_snp_region	2	1	Chr1	4992417	5047823	9	1	FALSE	Chr1:4992417;Chr1:5000786;Chr1:5012420;Chr1:5015294;Chr1:5015954;Chr1:5027170;Chr1:5030188;Chr1:5038398;Chr1:5047823	Chr1:5015954	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r3	nobgs	V2_c1.5	8	8	emmax_snp_region	2	3	Chr1	5488039	5490130	2	1	FALSE	Chr1:5488039;Chr1:5490130	Chr1:5488039	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r2	nobgs	V2_c1.5	8	8	emmax_snp_region	2	2	Chr1	7515328	7581463	2	1	FALSE	Chr1:7515328;Chr1:7581463	Chr1:7515328	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r4	nobgs	V2_c1.5	8	8	emmax_snp_region	2	4	Chr1	15332318	15361462	4	1	FALSE	Chr1:15332318;Chr1:15344095;Chr1:15346563;Chr1:15361462	Chr1:15344095	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r5	nobgs	V2_c1.5	8	8	emmax_snp_region	2	5	Chr2	14658217	14660990	4	1	FALSE	Chr2:14658217;Chr2:14658989;Chr2:14659765;Chr2:14660990	Chr2:14658217	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r6	nobgs	V2_c1.5	8	8	emmax_snp_region	2	6	Chr2	15369447	15380996	2	1	FALSE	Chr2:15369447;Chr2:15380996	Chr2:15369447	""
nobgs_V2_c1.5_rep8_env8_emmax_snp_region_r7	nobgs	V2_c1.5	8	8	emmax_snp_region	2	7	Chr2	18322939	18377168	9	1	FALSE	Chr2:18322939;Chr2:18328295;Chr2:18340545;Chr2:18342544;Chr2:18343291;Chr2:18347360;Chr2:18350398;Chr2:18351688;Chr2:18377168	Chr2:18342544	""
nobgs_V2_c1.5_rep8_env8_emmax_simes_region_r1	nobgs	V2_c1.5	8	8	emmax_simes_region	2	1	Chr1	5488039	5490130	2	1	FALSE	Chr1:5488039;Chr1:5490130	Chr1:5488039	""
nobgs_V2_c1.5_rep8_env8_emmax_simes_region_r2	nobgs	V2_c1.5	8	8	emmax_simes_region	2	2	Chr1	7515328	7581463	2	1	FALSE	Chr1:7515328;Chr1:7581463	Chr1:7515328	""
nobgs_V2_c1.5_rep8_env8_emmax_simes_region_r3	nobgs	V2_c1.5	8	8	emmax_simes_region	2	3	Chr2	14658217	14660990	4	1	FALSE	Chr2:14658217;Chr2:14658989;Chr2:14659765;Chr2:14660990	Chr2:14658217	""
nobgs_V2_c1.5_rep8_env8_emmax_simes_region_r4	nobgs	V2_c1.5	8	8	emmax_simes_region	2	4	Chr2	15369447	15380996	2	1	FALSE	Chr2:15369447;Chr2:15380996	Chr2:15369447	""
nobgs_V2_c1.5_rep8_env8_emmax_consensus_region_r1	nobgs	V2_c1.5	8	8	emmax_consensus_region	2	1	Chr1	5488039	5490130	2	1	FALSE	Chr1:5488039;Chr1:5490130	Chr1:5488039	""
nobgs_V2_c1.5_rep8_env8_emmax_consensus_region_r2	nobgs	V2_c1.5	8	8	emmax_consensus_region	2	2	Chr2	3250096	3934052	4	1	FALSE	Chr2:3250096;Chr2:3255609;Chr2:3255739;Chr2:3934052	Chr2:3250096	""
nobgs_V2_c1.5_rep8_env8_emmax_consensus_region_r3	nobgs	V2_c1.5	8	8	emmax_consensus_region	2	3	Chr2	14658217	14660990	4	1	FALSE	Chr2:14658217;Chr2:14658989;Chr2:14659765;Chr2:14660990	Chr2:14658217	""
nobgs_V2_c1.5_rep8_env8_emmax_consensus_region_r4	nobgs	V2_c1.5	8	8	emmax_consensus_region	2	4	Chr2	14791940	14799844	4	1	FALSE	Chr2:14791940;Chr2:14794789;Chr2:14795563;Chr2:14799844	Chr2:14791940	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r1	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	1	Chr1	4992417	5047823	9	1	FALSE	Chr1:4992417;Chr1:5000786;Chr1:5012420;Chr1:5015294;Chr1:5015954;Chr1:5027170;Chr1:5030188;Chr1:5038398;Chr1:5047823	Chr1:5015954	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r2	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	2	Chr1	15332318	15361462	4	1	FALSE	Chr1:15332318;Chr1:15344095;Chr1:15346563;Chr1:15361462	Chr1:15344095	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r3	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	3	Chr1	16604561	16604561	1	1	FALSE	Chr1:16604561	Chr1:16604561	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r4	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	4	Chr2	1027831	1129325	7	1	FALSE	Chr2:1027831;Chr2:1044478;Chr2:1046686;Chr2:1055269;Chr2:1125551;Chr2:1126897;Chr2:1129325	Chr2:1055269	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r5	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	5	Chr2	3250096	3934052	4	1	FALSE	Chr2:3250096;Chr2:3255609;Chr2:3255739;Chr2:3934052	Chr2:3250096	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r6	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	6	Chr2	7669732	7754948	6	1	FALSE	Chr2:7669732;Chr2:7725841;Chr2:7735132;Chr2:7740068;Chr2:7753725;Chr2:7754948	Chr2:7754948	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r8	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	8	Chr2	11438668	11449544	2	1	FALSE	Chr2:11438668;Chr2:11449544	Chr2:11438668	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r7	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	7	Chr2	13222468	13325282	3	1	FALSE	Chr2:13222468;Chr2:13223370;Chr2:13325282	Chr2:13223370	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r9	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	9	Chr2	14658217	14660990	4	1	FALSE	Chr2:14658217;Chr2:14658989;Chr2:14659765;Chr2:14660990	Chr2:14658217	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r10	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	10	Chr2	14708873	14737005	8	1	FALSE	Chr2:14708873;Chr2:14723933;Chr2:14729461;Chr2:14730232;Chr2:14731347;Chr2:14731448;Chr2:14736452;Chr2:14737005	Chr2:14729461	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r13	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	13	Chr2	14965775	14965775	1	1	FALSE	Chr2:14965775	Chr2:14965775	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r11	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	11	Chr2	15042637	15046245	2	1	FALSE	Chr2:15042637;Chr2:15046245	Chr2:15042637	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r14	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	14	Chr2	15059132	15067875	2	1	FALSE	Chr2:15059132;Chr2:15067875	Chr2:15059132	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r12	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	12	Chr2	15094896	15380996	4	2	FALSE	Chr2:15094896;Chr2:15099586;Chr2:15369447;Chr2:15380996	Chr2:15094896;Chr2:15369447	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r15	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	15	Chr2	18294975	18377168	16	2	FALSE	Chr2:18294975;Chr2:18295914;Chr2:18298442;Chr2:18303960;Chr2:18309066;Chr2:18315603;Chr2:18319272;Chr2:18322939;Chr2:18328295;Chr2:18340545;Chr2:18342544;Chr2:18343291;Chr2:18347360;Chr2:18350398;Chr2:18351688;Chr2:18377168	Chr2:18303960;Chr2:18342544	""
nobgs_V2_c1.5_rep8_env8_lfmm_snp_region_r16	nobgs	V2_c1.5	8	8	lfmm_snp_region	2	16	Chr2	18571655	18605334	7	1	FALSE	Chr2:18571655;Chr2:18578958;Chr2:18580138;Chr2:18598476;Chr2:18598580;Chr2:18605143;Chr2:18605334	Chr2:18605334	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r1	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	1	Chr1	4992417	5047823	9	1	FALSE	Chr1:4992417;Chr1:5000786;Chr1:5012420;Chr1:5015294;Chr1:5015954;Chr1:5027170;Chr1:5030188;Chr1:5038398;Chr1:5047823	Chr1:5015954	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r2	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	2	Chr1	15332318	15361462	4	1	FALSE	Chr1:15332318;Chr1:15344095;Chr1:15346563;Chr1:15361462	Chr1:15344095	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r3	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	3	Chr2	3250096	3934052	4	1	FALSE	Chr2:3250096;Chr2:3255609;Chr2:3255739;Chr2:3934052	Chr2:3250096	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r4	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	4	Chr2	7669732	7754948	6	1	FALSE	Chr2:7669732;Chr2:7725841;Chr2:7735132;Chr2:7740068;Chr2:7753725;Chr2:7754948	Chr2:7754948	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r5	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	5	Chr2	11408527	11414511	3	1	FALSE	Chr2:11408527;Chr2:11413775;Chr2:11414511	Chr2:11408527	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r6	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	6	Chr2	11438668	11449544	2	1	FALSE	Chr2:11438668;Chr2:11449544	Chr2:11438668	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r7	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	7	Chr2	13222468	13325282	3	1	FALSE	Chr2:13222468;Chr2:13223370;Chr2:13325282	Chr2:13223370	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r8	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	8	Chr2	14658217	14660990	4	1	FALSE	Chr2:14658217;Chr2:14658989;Chr2:14659765;Chr2:14660990	Chr2:14658217	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r9	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	9	Chr2	14769125	14776953	2	1	FALSE	Chr2:14769125;Chr2:14776953	Chr2:14769125	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r10	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	10	Chr2	15042637	15046245	2	1	FALSE	Chr2:15042637;Chr2:15046245	Chr2:15042637	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r12	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	12	Chr2	15059132	15067875	2	1	FALSE	Chr2:15059132;Chr2:15067875	Chr2:15059132	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r11	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	11	Chr2	15094896	15099586	2	1	FALSE	Chr2:15094896;Chr2:15099586	Chr2:15094896	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r13	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	13	Chr2	15369447	15380996	2	1	FALSE	Chr2:15369447;Chr2:15380996	Chr2:15369447	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r14	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	14	Chr2	18294975	18377168	16	2	FALSE	Chr2:18294975;Chr2:18295914;Chr2:18298442;Chr2:18303960;Chr2:18309066;Chr2:18315603;Chr2:18319272;Chr2:18322939;Chr2:18328295;Chr2:18340545;Chr2:18342544;Chr2:18343291;Chr2:18347360;Chr2:18350398;Chr2:18351688;Chr2:18377168	Chr2:18303960;Chr2:18342544	""
nobgs_V2_c1.5_rep8_env8_lfmm_simes_region_r15	nobgs	V2_c1.5	8	8	lfmm_simes_region	2	15	Chr2	18571655	18605334	7	1	FALSE	Chr2:18571655;Chr2:18578958;Chr2:18580138;Chr2:18598476;Chr2:18598580;Chr2:18605143;Chr2:18605334	Chr2:18605334	""
nobgs_V2_c1.5_rep8_env9_emmax_simes_region_r1	nobgs	V2_c1.5	8	9	emmax_simes_region	2	1	Chr1	12667993	12717896	3	1	FALSE	Chr1:12667993;Chr1:12690242;Chr1:12717896	Chr1:12690242	""
nobgs_V2_c1.5_rep8_env9_emmax_consensus_region_r1	nobgs	V2_c1.5	8	9	emmax_consensus_region	2	1	Chr1	12667993	12717896	3	1	FALSE	Chr1:12667993;Chr1:12690242;Chr1:12717896	Chr1:12690242	""
nobgs_V2_c1.5_rep8_env10_emmax_simes_region_r1	nobgs	V2_c1.5	8	10	emmax_simes_region	2	1	Chr1	4756007	4774167	2	1	FALSE	Chr1:4756007;Chr1:4774167	Chr1:4756007	""
nobgs_V2_c1.5_rep8_env10_emmax_simes_region_r2	nobgs	V2_c1.5	8	10	emmax_simes_region	2	2	Chr1	18432152	18432259	2	1	FALSE	Chr1:18432152;Chr1:18432259	Chr1:18432152	""
nobgs_V2_c1.5_rep8_env10_emmax_simes_region_r3	nobgs	V2_c1.5	8	10	emmax_simes_region	2	3	Chr2	6700590	6796487	4	1	FALSE	Chr2:6700590;Chr2:6729592;Chr2:6743610;Chr2:6796487	Chr2:6729592	""
nobgs_V2_c1.5_rep8_env10_emmax_consensus_region_r1	nobgs	V2_c1.5	8	10	emmax_consensus_region	2	1	Chr1	4756007	4774167	2	1	FALSE	Chr1:4756007;Chr1:4774167	Chr1:4756007	""
nobgs_V2_c1.5_rep8_env10_emmax_consensus_region_r2	nobgs	V2_c1.5	8	10	emmax_consensus_region	2	2	Chr1	18432152	18432259	2	1	FALSE	Chr1:18432152;Chr1:18432259	Chr1:18432152	""
nobgs_V2_c1.5_rep8_env10_emmax_consensus_region_r3	nobgs	V2_c1.5	8	10	emmax_consensus_region	2	3	Chr2	6700590	6796487	4	1	FALSE	Chr2:6700590;Chr2:6729592;Chr2:6743610;Chr2:6796487	Chr2:6729592	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r1	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	1	Chr1	4756007	4774167	2	1	FALSE	Chr1:4756007;Chr1:4774167	Chr1:4756007	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r2	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	2	Chr1	11792223	12036556	10	1	FALSE	Chr1:11792223;Chr1:11859333;Chr1:11860480;Chr1:11873524;Chr1:11894150;Chr1:11901065;Chr1:11907707;Chr1:11918151;Chr1:11933261;Chr1:12036556	Chr1:11859333	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r3	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	3	Chr1	18432152	18432259	2	1	FALSE	Chr1:18432152;Chr1:18432259	Chr1:18432152	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r4	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	4	Chr2	1798060	1852714	8	1	FALSE	Chr2:1798060;Chr2:1802037;Chr2:1807012;Chr2:1818571;Chr2:1824866;Chr2:1825599;Chr2:1851260;Chr2:1852714	Chr2:1798060	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r5	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	5	Chr2	6700590	6796487	4	1	FALSE	Chr2:6700590;Chr2:6729592;Chr2:6743610;Chr2:6796487	Chr2:6729592	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r6	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	6	Chr2	9817833	10145838	5	1	FALSE	Chr2:9817833;Chr2:10088379;Chr2:10091372;Chr2:10107465;Chr2:10145838	Chr2:10091372	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r7	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	7	Chr2	15568271	15568271	1	1	FALSE	Chr2:15568271	Chr2:15568271	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r8	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	8	Chr2	16166244	16166244	1	1	FALSE	Chr2:16166244	Chr2:16166244	""
nobgs_V2_c1.5_rep8_env10_lfmm_snp_region_r9	nobgs	V2_c1.5	8	10	lfmm_snp_region	2	9	Chr2	18033061	18531948	16	1	FALSE	Chr2:18033061;Chr2:18137550;Chr2:18191938;Chr2:18199142;Chr2:18200038;Chr2:18304908;Chr2:18424643;Chr2:18477193;Chr2:18478760;Chr2:18502258;Chr2:18503816;Chr2:18506450;Chr2:18507146;Chr2:18509125;Chr2:18521365;Chr2:18531948	Chr2:18503816	""
nobgs_V2_c1.5_rep8_env10_lfmm_simes_region_r1	nobgs	V2_c1.5	8	10	lfmm_simes_region	2	1	Chr1	4756007	4774167	2	1	FALSE	Chr1:4756007;Chr1:4774167	Chr1:4756007	""
nobgs_V2_c1.5_rep8_env10_lfmm_simes_region_r2	nobgs	V2_c1.5	8	10	lfmm_simes_region	2	2	Chr1	18432152	18432259	2	1	FALSE	Chr1:18432152;Chr1:18432259	Chr1:18432152	""
nobgs_V2_c1.5_rep8_env10_lfmm_simes_region_r3	nobgs	V2_c1.5	8	10	lfmm_simes_region	2	3	Chr2	1798060	1852714	8	1	FALSE	Chr2:1798060;Chr2:1802037;Chr2:1807012;Chr2:1818571;Chr2:1824866;Chr2:1825599;Chr2:1851260;Chr2:1852714	Chr2:1798060	""
nobgs_V2_c1.5_rep8_env10_lfmm_simes_region_r4	nobgs	V2_c1.5	8	10	lfmm_simes_region	2	4	Chr2	6700590	6796487	4	1	FALSE	Chr2:6700590;Chr2:6729592;Chr2:6743610;Chr2:6796487	Chr2:6729592	""
nobgs_V2_c1.5_rep8_env10_lfmm_simes_region_r5	nobgs	V2_c1.5	8	10	lfmm_simes_region	2	5	Chr2	9817833	10145838	5	1	FALSE	Chr2:9817833;Chr2:10088379;Chr2:10091372;Chr2:10107465;Chr2:10145838	Chr2:10091372	""
nobgs_V2_c1.5_rep9_env1_lfmm_snp_region_r1	nobgs	V2_c1.5	9	1	lfmm_snp_region	2	1	Chr2	8219106	9868356	4	1	FALSE	Chr2:8219106;Chr2:8221544;Chr2:8229076;Chr2:9868356	Chr2:8221544	""
nobgs_V2_c1.5_rep9_env1_lfmm_simes_region_r1	nobgs	V2_c1.5	9	1	lfmm_simes_region	2	1	Chr2	8219106	9868356	4	1	FALSE	Chr2:8219106;Chr2:8221544;Chr2:8229076;Chr2:9868356	Chr2:8221544	""
nobgs_V2_c1.5_rep9_env2_lfmm_snp_region_r1	nobgs	V2_c1.5	9	2	lfmm_snp_region	2	1	Chr1	14695112	14776486	4	1	FALSE	Chr1:14695112;Chr1:14714861;Chr1:14762151;Chr1:14776486	Chr1:14695112	""
nobgs_V2_c1.5_rep9_env2_lfmm_simes_region_r1	nobgs	V2_c1.5	9	2	lfmm_simes_region	2	1	Chr1	14695112	14776486	4	1	FALSE	Chr1:14695112;Chr1:14714861;Chr1:14762151;Chr1:14776486	Chr1:14695112	""
nobgs_V2_c1.5_rep9_env3_emmax_snp_region_r1	nobgs	V2_c1.5	9	3	emmax_snp_region	2	1	Chr1	4445672	4452916	3	1	FALSE	Chr1:4445672;Chr1:4447865;Chr1:4452916	Chr1:4447865	""
nobgs_V2_c1.5_rep9_env3_emmax_simes_region_r1	nobgs	V2_c1.5	9	3	emmax_simes_region	2	1	Chr1	4445672	4452916	3	1	FALSE	Chr1:4445672;Chr1:4447865;Chr1:4452916	Chr1:4447865	""
nobgs_V2_c1.5_rep9_env3_emmax_consensus_region_r1	nobgs	V2_c1.5	9	3	emmax_consensus_region	2	1	Chr1	564831	1757887	8	1	FALSE	Chr1:564831;Chr1:725904;Chr1:733032;Chr1:745612;Chr1:756957;Chr1:1574800;Chr1:1661100;Chr1:1757887	Chr1:745612	""
nobgs_V2_c1.5_rep9_env3_emmax_consensus_region_r2	nobgs	V2_c1.5	9	3	emmax_consensus_region	2	2	Chr1	4445672	4949251	6	2	FALSE	Chr1:4445672;Chr1:4447865;Chr1:4452916;Chr1:4543357;Chr1:4547372;Chr1:4949251	Chr1:4447865;Chr1:4547372	""
nobgs_V2_c1.5_rep9_env3_emmax_consensus_region_r3	nobgs	V2_c1.5	9	3	emmax_consensus_region	2	3	Chr1	7698917	7703536	2	1	TRUE	Chr1:7698917;Chr1:7703536	Chr1:7698917	Chr1:7698917
nobgs_V2_c1.5_rep9_env3_emmax_consensus_region_r4	nobgs	V2_c1.5	9	3	emmax_consensus_region	2	4	Chr1	12842481	13932215	4	1	FALSE	Chr1:12842481;Chr1:12842944;Chr1:13879214;Chr1:13932215	Chr1:12842481	""
nobgs_V2_c1.5_rep9_env3_emmax_consensus_region_r5	nobgs	V2_c1.5	9	3	emmax_consensus_region	2	5	Chr2	4980951	5029285	3	1	FALSE	Chr2:4980951;Chr2:5015364;Chr2:5029285	Chr2:5029285	""
nobgs_V2_c1.5_rep9_env3_lfmm_snp_region_r1	nobgs	V2_c1.5	9	3	lfmm_snp_region	2	1	Chr1	4543357	4949251	3	1	FALSE	Chr1:4543357;Chr1:4547372;Chr1:4949251	Chr1:4547372	""
nobgs_V2_c1.5_rep9_env3_lfmm_snp_region_r2	nobgs	V2_c1.5	9	3	lfmm_snp_region	2	2	Chr2	10257667	10333786	5	1	FALSE	Chr2:10257667;Chr2:10258609;Chr2:10276186;Chr2:10278222;Chr2:10333786	Chr2:10278222	""
nobgs_V2_c1.5_rep9_env3_lfmm_simes_region_r1	nobgs	V2_c1.5	9	3	lfmm_simes_region	2	1	Chr1	4543357	4949251	3	1	FALSE	Chr1:4543357;Chr1:4547372;Chr1:4949251	Chr1:4547372	""
nobgs_V2_c1.5_rep9_env3_lfmm_simes_region_r2	nobgs	V2_c1.5	9	3	lfmm_simes_region	2	2	Chr2	10257667	10333786	5	1	FALSE	Chr2:10257667;Chr2:10258609;Chr2:10276186;Chr2:10278222;Chr2:10333786	Chr2:10278222	""
nobgs_V2_c1.5_rep9_env5_emmax_snp_region_r2	nobgs	V2_c1.5	9	5	emmax_snp_region	2	2	Chr1	5707305	6228561	2	1	FALSE	Chr1:5707305;Chr1:6228561	Chr1:5707305	""
nobgs_V2_c1.5_rep9_env5_emmax_snp_region_r3	nobgs	V2_c1.5	9	5	emmax_snp_region	2	3	Chr1	10057390	10065370	4	1	FALSE	Chr1:10057390;Chr1:10058369;Chr1:10060754;Chr1:10065370	Chr1:10057390	""
nobgs_V2_c1.5_rep9_env5_emmax_snp_region_r1	nobgs	V2_c1.5	9	5	emmax_snp_region	2	1	Chr1	13953648	13977639	5	1	FALSE	Chr1:13953648;Chr1:13960480;Chr1:13974871;Chr1:13975866;Chr1:13977639	Chr1:13960480	""
nobgs_V2_c1.5_rep9_env5_emmax_simes_region_r1	nobgs	V2_c1.5	9	5	emmax_simes_region	2	1	Chr1	5707305	6228561	2	1	FALSE	Chr1:5707305;Chr1:6228561	Chr1:5707305	""
nobgs_V2_c1.5_rep9_env5_emmax_simes_region_r2	nobgs	V2_c1.5	9	5	emmax_simes_region	2	2	Chr1	10057390	10065370	4	1	FALSE	Chr1:10057390;Chr1:10058369;Chr1:10060754;Chr1:10065370	Chr1:10057390	""
nobgs_V2_c1.5_rep9_env5_emmax_simes_region_r3	nobgs	V2_c1.5	9	5	emmax_simes_region	2	3	Chr1	13953648	13977639	5	1	FALSE	Chr1:13953648;Chr1:13960480;Chr1:13974871;Chr1:13975866;Chr1:13977639	Chr1:13960480	""
nobgs_V2_c1.5_rep9_env5_emmax_consensus_region_r1	nobgs	V2_c1.5	9	5	emmax_consensus_region	2	1	Chr1	5707305	6228561	2	1	FALSE	Chr1:5707305;Chr1:6228561	Chr1:5707305	""
nobgs_V2_c1.5_rep9_env5_emmax_consensus_region_r2	nobgs	V2_c1.5	9	5	emmax_consensus_region	2	2	Chr1	10057390	10065370	4	1	FALSE	Chr1:10057390;Chr1:10058369;Chr1:10060754;Chr1:10065370	Chr1:10057390	""
nobgs_V2_c1.5_rep9_env5_emmax_consensus_region_r3	nobgs	V2_c1.5	9	5	emmax_consensus_region	2	3	Chr1	13953648	13977639	5	1	FALSE	Chr1:13953648;Chr1:13960480;Chr1:13974871;Chr1:13975866;Chr1:13977639	Chr1:13960480	""
nobgs_V2_c1.5_rep9_env5_lfmm_snp_region_r2	nobgs	V2_c1.5	9	5	lfmm_snp_region	2	2	Chr1	5707305	6228561	2	1	FALSE	Chr1:5707305;Chr1:6228561	Chr1:5707305	""
nobgs_V2_c1.5_rep9_env5_lfmm_snp_region_r1	nobgs	V2_c1.5	9	5	lfmm_snp_region	2	1	Chr1	13953648	13977639	5	1	FALSE	Chr1:13953648;Chr1:13960480;Chr1:13974871;Chr1:13975866;Chr1:13977639	Chr1:13960480	""
nobgs_V2_c1.5_rep9_env5_lfmm_simes_region_r1	nobgs	V2_c1.5	9	5	lfmm_simes_region	2	1	Chr1	5707305	6228561	2	1	FALSE	Chr1:5707305;Chr1:6228561	Chr1:5707305	""
nobgs_V2_c1.5_rep9_env5_lfmm_simes_region_r2	nobgs	V2_c1.5	9	5	lfmm_simes_region	2	2	Chr1	13953648	13977639	5	1	FALSE	Chr1:13953648;Chr1:13960480;Chr1:13974871;Chr1:13975866;Chr1:13977639	Chr1:13960480	""
nobgs_V2_c1.5_rep9_env6_emmax_snp_region_r1	nobgs	V2_c1.5	9	6	emmax_snp_region	2	1	Chr1	542817	760399	2	1	FALSE	Chr1:542817;Chr1:760399	Chr1:542817	""
nobgs_V2_c1.5_rep9_env6_emmax_snp_region_r2	nobgs	V2_c1.5	9	6	emmax_snp_region	2	2	Chr1	3104242	3129148	3	1	FALSE	Chr1:3104242;Chr1:3111505;Chr1:3129148	Chr1:3111505	""
nobgs_V2_c1.5_rep9_env6_emmax_snp_region_r3	nobgs	V2_c1.5	9	6	emmax_snp_region	2	3	Chr1	6354100	6356486	2	1	FALSE	Chr1:6354100;Chr1:6356486	Chr1:6354100	""
nobgs_V2_c1.5_rep9_env6_emmax_simes_region_r1	nobgs	V2_c1.5	9	6	emmax_simes_region	2	1	Chr1	542817	760399	2	1	FALSE	Chr1:542817;Chr1:760399	Chr1:542817	""
nobgs_V2_c1.5_rep9_env6_emmax_simes_region_r2	nobgs	V2_c1.5	9	6	emmax_simes_region	2	2	Chr1	3104242	3129148	3	1	FALSE	Chr1:3104242;Chr1:3111505;Chr1:3129148	Chr1:3111505	""
nobgs_V2_c1.5_rep9_env6_emmax_simes_region_r3	nobgs	V2_c1.5	9	6	emmax_simes_region	2	3	Chr1	6354100	6356486	2	1	FALSE	Chr1:6354100;Chr1:6356486	Chr1:6354100	""
nobgs_V2_c1.5_rep9_env6_emmax_simes_region_r4	nobgs	V2_c1.5	9	6	emmax_simes_region	2	4	Chr2	4548197	4557308	3	1	FALSE	Chr2:4548197;Chr2:4550332;Chr2:4557308	Chr2:4548197	""
