label,tau,lmin,detected,n_match,match_score,size,score,maxC,emp_p,q_R,sig,n_tested
A02_Chr1:21.50-21.93Mb*inv,0.14,5,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.14,5,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.14,10,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.14,10,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.14,10,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.14,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.14,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.14,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.14,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.14,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.14,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A02_Chr1:21.50-21.93Mb*inv,0.16,1,FALSE,0,0,,,,,,FALSE,25
A03_Chr3:13.03-13.03Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A04_Chr4:22.51-22.51Mb,0.16,1,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,25
A05_Chr4:25.67-25.99Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A06_Chr4:27.55-27.55Mb,0.16,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,25
A07_Chr4:12.81-12.81Mb*Eda,0.16,1,FALSE,0,0,,,,,,FALSE,25
A08_Chr5:2.48-2.50Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A09_Chr7:11.55-11.66Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A10_Chr12:15.55-15.55Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A11_Chr12:16.52-16.55Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A12_Chr17:6.55-6.77Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A13_Chr17:9.94-9.94Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A14_Chr18:5.61-5.61Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A15_Chr20:0.18-0.26Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A16_Chr20:3.67-3.67Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A17_Chr20:8.89-8.90Mb,0.16,1,FALSE,0,0,,,,,,FALSE,25
A01_Chr1:27.28-27.28Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A02_Chr1:21.50-21.93Mb*inv,0.16,2,FALSE,0,0,,,,,,FALSE,10
A03_Chr3:13.03-13.03Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A04_Chr4:22.51-22.51Mb,0.16,2,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,10
A05_Chr4:25.67-25.99Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A06_Chr4:27.55-27.55Mb,0.16,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,10
A07_Chr4:12.81-12.81Mb*Eda,0.16,2,FALSE,0,0,,,,,,FALSE,10
A08_Chr5:2.48-2.50Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A09_Chr7:11.55-11.66Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A10_Chr12:15.55-15.55Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A11_Chr12:16.52-16.55Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A12_Chr17:6.55-6.77Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A13_Chr17:9.94-9.94Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A14_Chr18:5.61-5.61Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A15_Chr20:0.18-0.26Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A16_Chr20:3.67-3.67Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A17_Chr20:8.89-8.90Mb,0.16,2,FALSE,0,0,,,,,,FALSE,10
A01_Chr1:27.28-27.28Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A02_Chr1:21.50-21.93Mb*inv,0.16,3,FALSE,0,0,,,,,,FALSE,6
A03_Chr3:13.03-13.03Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A04_Chr4:22.51-22.51Mb,0.16,3,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,6
A05_Chr4:25.67-25.99Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A06_Chr4:27.55-27.55Mb,0.16,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,6
A07_Chr4:12.81-12.81Mb*Eda,0.16,3,FALSE,0,0,,,,,,FALSE,6
A08_Chr5:2.48-2.50Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A09_Chr7:11.55-11.66Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A10_Chr12:15.55-15.55Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A11_Chr12:16.52-16.55Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A12_Chr17:6.55-6.77Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A13_Chr17:9.94-9.94Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A14_Chr18:5.61-5.61Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A15_Chr20:0.18-0.26Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A16_Chr20:3.67-3.67Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A17_Chr20:8.89-8.90Mb,0.16,3,FALSE,0,0,,,,,,FALSE,6
A01_Chr1:27.28-27.28Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.16,5,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.16,5,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.16,5,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.16,10,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.16,10,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.16,10,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.16,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.16,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.16,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.16,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.16,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.16,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A02_Chr1:21.50-21.93Mb*inv,0.18,1,FALSE,0,0,,,,,,FALSE,25
A03_Chr3:13.03-13.03Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A04_Chr4:22.51-22.51Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A05_Chr4:25.67-25.99Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A06_Chr4:27.55-27.55Mb,0.18,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,25
A07_Chr4:12.81-12.81Mb*Eda,0.18,1,FALSE,0,0,,,,,,FALSE,25
A08_Chr5:2.48-2.50Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A09_Chr7:11.55-11.66Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A10_Chr12:15.55-15.55Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A11_Chr12:16.52-16.55Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A12_Chr17:6.55-6.77Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A13_Chr17:9.94-9.94Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A14_Chr18:5.61-5.61Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A15_Chr20:0.18-0.26Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A16_Chr20:3.67-3.67Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A17_Chr20:8.89-8.90Mb,0.18,1,FALSE,0,0,,,,,,FALSE,25
A01_Chr1:27.28-27.28Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A02_Chr1:21.50-21.93Mb*inv,0.18,2,FALSE,0,0,,,,,,FALSE,9
A03_Chr3:13.03-13.03Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A04_Chr4:22.51-22.51Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A05_Chr4:25.67-25.99Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A06_Chr4:27.55-27.55Mb,0.18,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,9
A07_Chr4:12.81-12.81Mb*Eda,0.18,2,FALSE,0,0,,,,,,FALSE,9
A08_Chr5:2.48-2.50Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A09_Chr7:11.55-11.66Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A10_Chr12:15.55-15.55Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A11_Chr12:16.52-16.55Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A12_Chr17:6.55-6.77Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A13_Chr17:9.94-9.94Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A14_Chr18:5.61-5.61Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A15_Chr20:0.18-0.26Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A16_Chr20:3.67-3.67Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A17_Chr20:8.89-8.90Mb,0.18,2,FALSE,0,0,,,,,,FALSE,9
A01_Chr1:27.28-27.28Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A02_Chr1:21.50-21.93Mb*inv,0.18,3,FALSE,0,0,,,,,,FALSE,5
A03_Chr3:13.03-13.03Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A04_Chr4:22.51-22.51Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A05_Chr4:25.67-25.99Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A06_Chr4:27.55-27.55Mb,0.18,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,5
A07_Chr4:12.81-12.81Mb*Eda,0.18,3,FALSE,0,0,,,,,,FALSE,5
A08_Chr5:2.48-2.50Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A09_Chr7:11.55-11.66Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A10_Chr12:15.55-15.55Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A11_Chr12:16.52-16.55Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A12_Chr17:6.55-6.77Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A13_Chr17:9.94-9.94Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A14_Chr18:5.61-5.61Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A15_Chr20:0.18-0.26Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A16_Chr20:3.67-3.67Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A17_Chr20:8.89-8.90Mb,0.18,3,FALSE,0,0,,,,,,FALSE,5
A01_Chr1:27.28-27.28Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.18,5,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.18,5,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.18,5,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.18,10,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.18,10,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.18,10,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.18,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.18,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.18,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.18,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.18,20,FALSE,0,0,,,,,,FALSE,1
